participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,intended_trial_start_ms,actual_trial_start_ms,condition,target_direction,flankers_direction,array_pattern_text,correct_response_key,participant_response_key,response_correct,rt_ms,response_time_global_ms,feedback_type,practice_pass_flag,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,stage_records_json,feedback_audio_file,feedback_audio_start_global_ms,feedback_audio_expected_duration_ms,feedback_audio_stop_global_ms,excluded_rt_low,excluded_rt_high,included_in_rt_analysis,task_accuracy_below_threshold,valid_task_data
053,053_T1_20260518_160418,PA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,1,13,formal,incongruent,1779091458,237.772,2026-05-18T16:05:11.791,0,0,0,1,51767.169,51773.028,incongruent,left,right,>><>>,s,s,1,939.376,52812.415,none,,51867.169,51873.039,52812.415,3000,939.376,52812.415,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 51767.169, ""actual_onset_global_ms"": 51773.028, ""actual_offset_global_ms"": 51871.621, ""actual_duration_ms"": 98.593}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 51867.169, ""actual_onset_global_ms"": 51873.039, ""actual_offset_global_ms"": 52812.415, ""actual_duration_ms"": 939.376}]",,,,,0,0,1,0,1
053,053_T1_20260518_160418,PA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,2,14,formal,incongruent,1779091458,237.772,2026-05-18T16:05:12.842,0,0,0,1,52818.669,52823.113,incongruent,left,right,>><>>,s,s,1,897.436,53824.16,none,,52918.669,52926.724,53824.16,3000,897.436,53824.16,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 52818.669, ""actual_onset_global_ms"": 52823.113, ""actual_offset_global_ms"": 52924.824, ""actual_duration_ms"": 101.711}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 52918.669, ""actual_onset_global_ms"": 52926.724, ""actual_offset_global_ms"": 53824.16, ""actual_duration_ms"": 897.436}]",,,,,0,0,1,0,1
053,053_T1_20260518_160418,PA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,3,15,formal,congruent,1779091458,237.772,2026-05-18T16:05:13.854,0,0,0,1,53830.579,53835.623,congruent,left,left,<<<<<,s,s,1,622.193,54559.951,none,,53930.579,53937.758,54559.951,3000,622.193,54559.951,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 53830.579, ""actual_onset_global_ms"": 53835.623, ""actual_offset_global_ms"": 53936.626, ""actual_duration_ms"": 101.003}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 53930.579, ""actual_onset_global_ms"": 53937.758, ""actual_offset_global_ms"": 54559.951, ""actual_duration_ms"": 622.193}]",,,,,0,0,1,0,1
053,053_T1_20260518_160418,PA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,4,16,formal,congruent,1779091458,237.772,2026-05-18T16:05:14.591,0,0,0,1,54567.198,54571.364,congruent,right,right,>>>>>,j,j,1,1231.378,55909.376,none,,54667.198,54677.998,55909.376,3000,1231.378,55909.376,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 54567.198, ""actual_onset_global_ms"": 54571.364, ""actual_offset_global_ms"": 54674.906, ""actual_duration_ms"": 103.542}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 54667.198, ""actual_onset_global_ms"": 54677.998, ""actual_offset_global_ms"": 55909.376, ""actual_duration_ms"": 1231.378}]",,,,,0,0,1,0,1
053,053_T1_20260518_160418,PA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,5,17,formal,incongruent,1779091458,237.772,2026-05-18T16:05:15.937,0,0,0,1,55914.116,55919.296,incongruent,left,right,>><>>,s,s,1,1340.689,57363.454,none,,56014.116,56022.765,57363.454,3000,1340.689,57363.454,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 55914.116, ""actual_onset_global_ms"": 55919.296, ""actual_offset_global_ms"": 56020.791, ""actual_duration_ms"": 101.495}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 56014.116, ""actual_onset_global_ms"": 56022.765, ""actual_offset_global_ms"": 57363.454, ""actual_duration_ms"": 1340.689}]",,,,,0,0,1,0,1
053,053_T1_20260518_160418,PA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,6,18,formal,incongruent,1779091458,237.772,2026-05-18T16:05:17.394,0,0,0,1,57370.058,57379.583,incongruent,right,left,<<><<,j,j,1,613.76,58091.654,none,,57470.058,57477.894,58091.654,3000,613.76,58091.654,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 57370.058, ""actual_onset_global_ms"": 57379.583, ""actual_offset_global_ms"": 57476.271, ""actual_duration_ms"": 96.688}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 57470.058, ""actual_onset_global_ms"": 57477.894, ""actual_offset_global_ms"": 58091.654, ""actual_duration_ms"": 613.76}]",,,,,0,0,1,0,1
053,053_T1_20260518_160418,PA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,7,19,formal,congruent,1779091458,237.772,2026-05-18T16:05:18.126,0,0,0,1,58102.47,58108.0,congruent,left,left,<<<<<,s,s,1,662.962,58871.415,none,,58202.47,58208.453,58871.415,3000,662.962,58871.415,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 58102.47, ""actual_onset_global_ms"": 58108.0, ""actual_offset_global_ms"": 58206.837, ""actual_duration_ms"": 98.837}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 58202.47, ""actual_onset_global_ms"": 58208.453, ""actual_offset_global_ms"": 58871.415, ""actual_duration_ms"": 662.962}]",,,,,0,0,1,0,1
053,053_T1_20260518_160418,PA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,8,20,formal,congruent,1779091458,237.772,2026-05-18T16:05:18.905,0,0,0,1,58881.833,58887.536,congruent,right,right,>>>>>,j,j,1,552.255,59539.993,none,,58981.833,58987.738,59539.993,3000,552.255,59539.993,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 58881.833, ""actual_onset_global_ms"": 58887.536, ""actual_offset_global_ms"": 58986.364, ""actual_duration_ms"": 98.828}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 58981.833, ""actual_onset_global_ms"": 58987.738, ""actual_offset_global_ms"": 59539.993, ""actual_duration_ms"": 552.255}]",,,,,0,0,1,0,1
053,053_T1_20260518_160418,PA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,9,21,formal,incongruent,1779091458,237.772,2026-05-18T16:05:19.571,0,0,0,1,59547.45,59551.584,incongruent,left,right,>><>>,s,s,1,696.726,60353.963,none,,59647.45,59657.237,60353.963,3000,696.726,60353.963,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 59547.45, ""actual_onset_global_ms"": 59551.584, ""actual_offset_global_ms"": 59655.365, ""actual_duration_ms"": 103.781}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 59647.45, ""actual_onset_global_ms"": 59657.237, ""actual_offset_global_ms"": 60353.963, ""actual_duration_ms"": 696.726}]",,,,,0,0,1,0,1
053,053_T1_20260518_160418,PA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,10,22,formal,congruent,1779091458,237.772,2026-05-18T16:05:20.386,0,0,0,1,60361.706,60366.954,congruent,left,left,<<<<<,s,s,1,954.887,61423.122,none,,60461.706,60468.235,61423.122,3000,954.887,61423.122,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 60361.706, ""actual_onset_global_ms"": 60366.954, ""actual_offset_global_ms"": 60467.135, ""actual_duration_ms"": 100.181}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 60461.706, ""actual_onset_global_ms"": 60468.235, ""actual_offset_global_ms"": 61423.122, ""actual_duration_ms"": 954.887}]",,,,,0,0,1,0,1
