participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,digit_support_target,digit_transform_demo_used,digit_keypad_demo_used,digit_hesitation_prompt_used,digit_post_support_span_success,intended_trial_start_ms,actual_trial_start_ms,span_length,trial_index_within_span,span_round,presented_sequence,correct_backward_sequence,participant_input_sequence,participant_input_string,input_method,first_key_latency_ms,response_complete_time_ms,accuracy,response_correct,omission_input,delete_count,clear_count,click_count,inter_key_intervals_ms,adaptive_decision,digits_audio_onsets_ms,digits_audio_files,digits_audio_events_json,rt_ms,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,repeated_audio_once_in_practice,stage_records_json,trigger_trial_index,termination_reason,terminal_span_length
016,016_T1_20260518_160543,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,1,1,practice,span_2,1779091543,60.047,2026-05-18T16:12:55.226,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,424939.22,425155.514,2,1,1,"[8, 4]","[""4"", ""8""]","[""4"", ""8""]",48,onscreen_mouse,9139.148,11863.827,1,1,0,0,0,3,[1439.715],,"[425160.285, 426237.055]","[""digit_8.wav"", ""digit_4.wav""]","[{""audio_file"": ""digit_8.wav"", ""audio_start_global_ms"": 425160.285, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 425660.285}, {""audio_file"": ""digit_4.wav"", ""audio_start_global_ms"": 426237.055, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 426737.055}]",,425039.22,425160.285,439195.477,2000,14035.192,439195.477,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 424939.22, ""actual_onset_global_ms"": 425155.514, ""actual_offset_global_ms"": 425172.168, ""actual_duration_ms"": 16.654}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 425039.22, ""actual_onset_global_ms"": 425160.285, ""actual_offset_global_ms"": 426737.055, ""actual_duration_ms"": 1576.77}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 426737.055, ""actual_onset_global_ms"": 426801.812, ""actual_offset_global_ms"": 427266.894, ""actual_duration_ms"": 465.082}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 427266.894, ""actual_onset_global_ms"": 427331.462, ""actual_offset_global_ms"": 439195.477, ""actual_duration_ms"": 11864.015}]",,,
016,016_T1_20260518_160543,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,2,2,practice,span_2,1779091543,60.047,2026-05-18T16:13:09.490,0,0,0,1,0,none,digit_order_error,2.0,1,1,brief_rule_prompt,900.0,0,0,0,sequence_transformation,0,0,0,0,439203.613,439346.514,2,2,1,"[4, 6]","[""6"", ""4""]","[""6"", ""5""]",65,onscreen_mouse,3172.847,5712.724,0,0,0,0,0,3,[1447.545],,"[439351.992, 440444.157]","[""digit_4.wav"", ""digit_6.wav""]","[{""audio_file"": ""digit_4.wav"", ""audio_start_global_ms"": 439351.992, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 439851.992}, {""audio_file"": ""digit_6.wav"", ""audio_start_global_ms"": 440444.157, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 440944.157}]",,439303.613,439351.992,447218.68,2000,7866.688,447218.68,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 439203.613, ""actual_onset_global_ms"": 439346.514, ""actual_offset_global_ms"": 439363.168, ""actual_duration_ms"": 16.654}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 439303.613, ""actual_onset_global_ms"": 439351.992, ""actual_offset_global_ms"": 440944.157, ""actual_duration_ms"": 1592.165}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 440944.157, ""actual_onset_global_ms"": 441006.188, ""actual_offset_global_ms"": 441497.534, ""actual_duration_ms"": 491.346}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 441497.534, ""actual_onset_global_ms"": 441505.57, ""actual_offset_global_ms"": 447218.68, ""actual_duration_ms"": 5713.11}]",2.0,,
016,016_T1_20260518_160543,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,3,3,practice,span_2,1779091543,60.047,2026-05-18T16:13:18.842,0,0,0,1,0,none,digit_order_error,2.0,1,1,brief_rule_prompt,900.0,0,1,0,sequence_transformation,0,0,0,1,448553.86,448746.868,2,3,1,"[1, 2]","[""2"", ""1""]","[""2"", ""1""]",21,onscreen_mouse,2257.974,4736.987,1,1,0,0,0,3,[1227.032],,"[448750.775, 449819.687]","[""digit_1.wav"", ""digit_2.wav""]","[{""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 448750.775, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 449250.775}, {""audio_file"": ""digit_2.wav"", ""audio_start_global_ms"": 449819.687, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 450319.687}]",,448653.86,448750.775,455654.401,2000,6903.626,455654.401,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 448553.86, ""actual_onset_global_ms"": 448746.868, ""actual_offset_global_ms"": 448763.522, ""actual_duration_ms"": 16.654}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 448653.86, ""actual_onset_global_ms"": 448750.775, ""actual_offset_global_ms"": 450319.687, ""actual_duration_ms"": 1568.912}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 450319.687, ""actual_onset_global_ms"": 450409.83, ""actual_offset_global_ms"": 450911.34, ""actual_duration_ms"": 501.51}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 450911.34, ""actual_onset_global_ms"": 450917.303, ""actual_offset_global_ms"": 455654.401, ""actual_duration_ms"": 4737.098}]",2.0,,
016,016_T1_20260518_160543,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,4,4,practice,span_2,1779091543,60.047,2026-05-18T16:13:25.952,0,0,0,1,0,none,digit_order_error,4.0,2,2,worked_example,5600.0,0,0,0,sequence_transformation,1,0,0,0,455665.365,455979.625,2,4,1,"[7, 2]","[""2"", ""7""]","[""1"", ""7""]",17,onscreen_mouse,7933.53,11442.22,0,0,0,0,0,3,[1579.126],,"[455984.316, 457046.52]","[""digit_7.wav"", ""digit_2.wav""]","[{""audio_file"": ""digit_7.wav"", ""audio_start_global_ms"": 455984.316, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 456484.316}, {""audio_file"": ""digit_2.wav"", ""audio_start_global_ms"": 457046.52, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 457546.52}]",,455765.365,455984.316,469602.127,2000,13617.811,469602.127,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 455665.365, ""actual_onset_global_ms"": 455979.625, ""actual_offset_global_ms"": 455996.279, ""actual_duration_ms"": 16.654}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 455765.365, ""actual_onset_global_ms"": 455984.316, ""actual_offset_global_ms"": 457546.52, ""actual_duration_ms"": 1562.204}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 457546.52, ""actual_onset_global_ms"": 457657.602, ""actual_offset_global_ms"": 458151.181, ""actual_duration_ms"": 493.579}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 458151.181, ""actual_onset_global_ms"": 458159.578, ""actual_offset_global_ms"": 469602.127, ""actual_duration_ms"": 11442.549}]",4.0,,
016,016_T1_20260518_160543,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,5,5,practice,span_2,1779091543,60.047,2026-05-18T16:13:47.590,0,0,0,1,0,none,digit_order_error,4.0,2,2,worked_example,5600.0,1,1,0,sequence_transformation,1,0,0,1,477303.136,477452.38,2,5,1,"[7, 8]","[""8"", ""7""]","[""8"", ""7""]",87,onscreen_mouse,3905.475,6816.66,1,1,0,0,0,3,[1712.263],,"[477457.245, 478514.954]","[""digit_7.wav"", ""digit_8.wav""]","[{""audio_file"": ""digit_7.wav"", ""audio_start_global_ms"": 477457.245, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 477957.245}, {""audio_file"": ""digit_8.wav"", ""audio_start_global_ms"": 478514.954, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 479014.954}]",,477403.136,477457.245,486379.765,2000,8922.52,486379.765,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 477303.136, ""actual_onset_global_ms"": 477452.38, ""actual_offset_global_ms"": 477469.034, ""actual_duration_ms"": 16.654}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 477403.136, ""actual_onset_global_ms"": 477457.245, ""actual_offset_global_ms"": 479014.954, ""actual_duration_ms"": 1557.709}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 479014.954, ""actual_onset_global_ms"": 479054.522, ""actual_offset_global_ms"": 479554.831, ""actual_duration_ms"": 500.309}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 479554.831, ""actual_onset_global_ms"": 479562.881, ""actual_offset_global_ms"": 486379.765, ""actual_duration_ms"": 6816.884}]",4.0,,
016,016_T1_20260518_160543,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,6,6,practice,span_2,1779091543,60.047,2026-05-18T16:13:56.678,0,0,0,1,0,none,,,0,0,none,0.0,2,0,0,none,0,0,0,0,486390.982,486557.298,2,6,1,"[7, 5]","[""5"", ""7""]","[""5"", ""7""]",57,onscreen_mouse,5044.882,7475.393,1,1,0,0,0,3,[1239.642],,"[486561.592, 487601.838]","[""digit_7.wav"", ""digit_5.wav""]","[{""audio_file"": ""digit_7.wav"", ""audio_start_global_ms"": 486561.592, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 487061.592}, {""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 487601.838, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 488101.838}]",,486490.982,486561.592,496150.143,2000,9588.551,496150.143,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 486390.982, ""actual_onset_global_ms"": 486557.298, ""actual_offset_global_ms"": 486573.952, ""actual_duration_ms"": 16.654}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 486490.982, ""actual_onset_global_ms"": 486561.592, ""actual_offset_global_ms"": 488101.838, ""actual_duration_ms"": 1540.246}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 488101.838, ""actual_onset_global_ms"": 488175.638, ""actual_offset_global_ms"": 488666.69, ""actual_duration_ms"": 491.052}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 488666.69, ""actual_onset_global_ms"": 488674.523, ""actual_offset_global_ms"": 496150.143, ""actual_duration_ms"": 7475.62}]",,,
016,016_T1_20260518_160543,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,formal_span_2,formal,1,1,7,formal,span_2,1779091543,60.047,2026-05-18T16:14:10.735,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,500448.242,500613.346,2,1,1,"[2, 6]","[""6"", ""2""]","[""6"", ""2""]",62,onscreen_mouse,1883.117,5045.218,1,1,0,0,0,3,[1245.047],advance,"[500618.219, 501703.419]","[""digit_2.wav"", ""digit_6.wav""]","[{""audio_file"": ""digit_2.wav"", ""audio_start_global_ms"": 500618.219, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 501118.219}, {""audio_file"": ""digit_6.wav"", ""audio_start_global_ms"": 501703.419, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 502203.419}]",,500548.242,500618.219,507847.932,2000,7229.713,507847.932,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 500448.242, ""actual_onset_global_ms"": 500613.346, ""actual_offset_global_ms"": 500630.0, ""actual_duration_ms"": 16.654}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 500548.242, ""actual_onset_global_ms"": 500618.219, ""actual_offset_global_ms"": 502203.419, ""actual_duration_ms"": 1585.2}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 502203.419, ""actual_onset_global_ms"": 502284.393, ""actual_offset_global_ms"": 502791.522, ""actual_duration_ms"": 507.129}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 502791.522, ""actual_onset_global_ms"": 502802.384, ""actual_offset_global_ms"": 507847.932, ""actual_duration_ms"": 5045.548}]",,two_failures_in_span,5.0
016,016_T1_20260518_160543,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,formal_span_2,formal,1,2,8,formal,span_2,1779091543,60.047,2026-05-18T16:14:18.143,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,507855.055,508034.365,2,2,1,"[1, 6]","[""6"", ""1""]","[""6"", ""1""]",61,onscreen_mouse,3316.131,6001.659,1,1,0,0,0,3,[1367.498],advance,"[508039.589, 509110.615]","[""digit_1.wav"", ""digit_6.wav""]","[{""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 508039.589, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 508539.589}, {""audio_file"": ""digit_6.wav"", ""audio_start_global_ms"": 509110.615, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 509610.615}]",,507955.055,508039.589,516212.731,2000,8173.142,516212.731,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 507855.055, ""actual_onset_global_ms"": 508034.365, ""actual_offset_global_ms"": 508051.019, ""actual_duration_ms"": 16.654}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 507955.055, ""actual_onset_global_ms"": 508039.589, ""actual_offset_global_ms"": 509610.615, ""actual_duration_ms"": 1571.026}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 509610.615, ""actual_onset_global_ms"": 509714.818, ""actual_offset_global_ms"": 510203.76, ""actual_duration_ms"": 488.942}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 510203.76, ""actual_onset_global_ms"": 510210.792, ""actual_offset_global_ms"": 516212.731, ""actual_duration_ms"": 6001.939}]",,two_failures_in_span,5.0
016,016_T1_20260518_160543,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,formal_span_3,formal,2,1,9,formal,span_3,1779091543,60.047,2026-05-18T16:14:26.513,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,516226.414,516393.206,3,1,2,"[1, 5, 9]","[""9"", ""5"", ""1""]","[""9"", ""5"", ""1""]",951,onscreen_mouse,2827.311,6407.306,1,1,0,0,0,4,"[1051.819, 1349.457]",advance,"[516398.168, 517433.917, 518440.605]","[""digit_1.wav"", ""digit_5.wav"", ""digit_9.wav""]","[{""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 516398.168, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 516898.168}, {""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 517433.917, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 517933.917}, {""audio_file"": ""digit_9.wav"", ""audio_start_global_ms"": 518440.605, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 518940.605}]",,516326.414,516398.168,525892.21,3000,9494.042,525892.21,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 516226.414, ""actual_onset_global_ms"": 516393.206, ""actual_offset_global_ms"": 516409.86, ""actual_duration_ms"": 16.654}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 516326.414, ""actual_onset_global_ms"": 516398.168, ""actual_offset_global_ms"": 518940.605, ""actual_duration_ms"": 2542.437}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 518940.605, ""actual_onset_global_ms"": 518967.162, ""actual_offset_global_ms"": 519473.886, ""actual_duration_ms"": 506.724}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 519473.886, ""actual_onset_global_ms"": 519484.559, ""actual_offset_global_ms"": 525892.21, ""actual_duration_ms"": 6407.651}]",,two_failures_in_span,5.0
016,016_T1_20260518_160543,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,formal_span_3,formal,2,2,10,formal,span_3,1779091543,60.047,2026-05-18T16:14:36.187,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,525899.633,526072.768,3,2,2,"[7, 9, 4]","[""4"", ""9"", ""7""]","[""4"", ""9""]",49,onscreen_mouse,4159.204,37423.694,0,0,0,0,0,3,[2693.747],advance,"[526076.336, 527145.819, 528096.404]","[""digit_7.wav"", ""digit_9.wav"", ""digit_4.wav""]","[{""audio_file"": ""digit_7.wav"", ""audio_start_global_ms"": 526076.336, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 526576.336}, {""audio_file"": ""digit_9.wav"", ""audio_start_global_ms"": 527145.819, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 527645.819}, {""audio_file"": ""digit_4.wav"", ""audio_start_global_ms"": 528096.404, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 528596.404}]",,525999.633,526076.336,566607.076,3000,40530.74,566607.076,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 525899.633, ""actual_onset_global_ms"": 526072.768, ""actual_offset_global_ms"": 526089.422, ""actual_duration_ms"": 16.654}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 525999.633, ""actual_onset_global_ms"": 526076.336, ""actual_offset_global_ms"": 528596.404, ""actual_duration_ms"": 2520.068}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 528596.404, ""actual_onset_global_ms"": 528667.22, ""actual_offset_global_ms"": 529178.081, ""actual_duration_ms"": 510.861}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 529178.081, ""actual_onset_global_ms"": 529183.265, ""actual_offset_global_ms"": 566607.076, ""actual_duration_ms"": 37423.811}]",,two_failures_in_span,5.0
