participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,digit_support_target,digit_transform_demo_used,digit_keypad_demo_used,digit_hesitation_prompt_used,digit_post_support_span_success,intended_trial_start_ms,actual_trial_start_ms,span_length,trial_index_within_span,span_round,presented_sequence,correct_backward_sequence,participant_input_sequence,participant_input_string,input_method,first_key_latency_ms,response_complete_time_ms,accuracy,response_correct,omission_input,delete_count,clear_count,click_count,inter_key_intervals_ms,adaptive_decision,digits_audio_onsets_ms,digits_audio_files,digits_audio_events_json,rt_ms,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,repeated_audio_once_in_practice,stage_records_json,trigger_trial_index,termination_reason,terminal_span_length
014,014_T1_20260520_152846,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,1,1,practice,span_2,1779262126,58.622,2026-05-20T15:36:57.752,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,484079.515,484242.04,2,1,1,"[1, 7]","[""7"", ""1""]","[""7"", ""1""]",71,onscreen_mouse,10860.118,42466.758,1,1,0,2,0,7,"[1019.047, 3161.485, 21690.823]",,"[484246.268, 485275.446]","[""digit_1.wav"", ""digit_7.wav""]","[{""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 484246.268, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 484746.268}, {""audio_file"": ""digit_7.wav"", ""audio_start_global_ms"": 485275.446, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 485775.446}]",,484179.515,484246.268,528852.308,2000,44606.04,528852.308,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 484079.515, ""actual_onset_global_ms"": 484242.04, ""actual_offset_global_ms"": 484259.098, ""actual_duration_ms"": 17.058}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 484179.515, ""actual_onset_global_ms"": 484246.268, ""actual_offset_global_ms"": 485775.446, ""actual_duration_ms"": 1529.178}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 485775.446, ""actual_onset_global_ms"": 485850.517, ""actual_offset_global_ms"": 486316.904, ""actual_duration_ms"": 466.387}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 486316.904, ""actual_onset_global_ms"": 486385.455, ""actual_offset_global_ms"": 528852.308, ""actual_duration_ms"": 42466.853}]",,,
014,014_T1_20260520_152846,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,2,2,practice,span_2,1779262126,58.622,2026-05-20T15:37:42.533,0,0,0,1,0,none,digit_order_error,2.0,1,1,brief_rule_prompt,900.0,0,0,0,sequence_transformation,0,0,0,0,528859.86,529006.079,2,2,1,"[7, 5]","[""5"", ""7""]","[""7"", ""5""]",75,onscreen_mouse,3669.062,24123.856,0,0,0,0,0,3,[3333.394],,"[529010.72, 530059.814]","[""digit_7.wav"", ""digit_5.wav""]","[{""audio_file"": ""digit_7.wav"", ""audio_start_global_ms"": 529010.72, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 529510.72}, {""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 530059.814, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 530559.814}]",,528959.86,529010.72,555263.591,2000,26252.871,555263.591,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 528859.86, ""actual_onset_global_ms"": 529006.079, ""actual_offset_global_ms"": 529023.137, ""actual_duration_ms"": 17.058}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 528959.86, ""actual_onset_global_ms"": 529010.72, ""actual_offset_global_ms"": 530559.814, ""actual_duration_ms"": 1549.094}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 530559.814, ""actual_onset_global_ms"": 530633.367, ""actual_offset_global_ms"": 531132.974, ""actual_duration_ms"": 499.607}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 531132.974, ""actual_onset_global_ms"": 531139.532, ""actual_offset_global_ms"": 555263.591, ""actual_duration_ms"": 24124.059}]",2.0,,
014,014_T1_20260520_152846,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,3,3,practice,span_2,1779262126,58.622,2026-05-20T15:38:10.280,0,0,0,1,0,none,digit_order_error,2.0,1,1,brief_rule_prompt,900.0,0,1,0,sequence_transformation,0,0,0,1,556608.197,556778.18,2,3,1,"[8, 1]","[""1"", ""8""]","[""1"", ""8""]",18,onscreen_mouse,14327.389,19226.283,1,1,0,0,0,3,[2955.424],,"[556781.977, 557795.308]","[""digit_8.wav"", ""digit_1.wav""]","[{""audio_file"": ""digit_8.wav"", ""audio_start_global_ms"": 556781.977, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 557281.977}, {""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 557795.308, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 558295.308}]",,556708.197,556781.977,578077.073,2000,21295.096,578077.073,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 556608.197, ""actual_onset_global_ms"": 556778.18, ""actual_offset_global_ms"": 556795.238, ""actual_duration_ms"": 17.058}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 556708.197, ""actual_onset_global_ms"": 556781.977, ""actual_offset_global_ms"": 558295.308, ""actual_duration_ms"": 1513.331}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 558295.308, ""actual_onset_global_ms"": 558331.871, ""actual_offset_global_ms"": 558842.501, ""actual_duration_ms"": 510.63}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 558842.501, ""actual_onset_global_ms"": 558850.61, ""actual_offset_global_ms"": 578077.073, ""actual_duration_ms"": 19226.463}]",2.0,,
014,014_T1_20260520_152846,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,4,4,practice,span_2,1779262126,58.622,2026-05-20T15:38:31.761,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,578087.394,578257.898,2,4,1,"[5, 3]","[""3"", ""5""]","[""3"", ""5""]",35,onscreen_mouse,7546.955,13197.419,1,1,0,0,0,3,[3416.787],,"[578261.715, 579299.44]","[""digit_5.wav"", ""digit_3.wav""]","[{""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 578261.715, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 578761.715}, {""audio_file"": ""digit_3.wav"", ""audio_start_global_ms"": 579299.44, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 579799.44}]",,578187.394,578261.715,593567.642,2000,15305.927,593567.642,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 578087.394, ""actual_onset_global_ms"": 578257.898, ""actual_offset_global_ms"": 578274.956, ""actual_duration_ms"": 17.058}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 578187.394, ""actual_onset_global_ms"": 578261.715, ""actual_offset_global_ms"": 579799.44, ""actual_duration_ms"": 1537.725}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 579799.44, ""actual_onset_global_ms"": 579870.029, ""actual_offset_global_ms"": 580364.87, ""actual_duration_ms"": 494.841}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 580364.87, ""actual_onset_global_ms"": 580370.118, ""actual_offset_global_ms"": 593567.642, ""actual_duration_ms"": 13197.524}]",,,
014,014_T1_20260520_152846,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,5,5,practice,span_2,1779262126,58.622,2026-05-20T15:38:47.248,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,593574.942,593742.0,2,5,1,"[7, 2]","[""2"", ""7""]","[""2"", ""7""]",27,onscreen_mouse,3198.918,7255.162,1,1,0,0,0,3,[2305.887],,"[593747.65, 594800.176]","[""digit_7.wav"", ""digit_2.wav""]","[{""audio_file"": ""digit_7.wav"", ""audio_start_global_ms"": 593747.65, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 594247.65}, {""audio_file"": ""digit_2.wav"", ""audio_start_global_ms"": 594800.176, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 595300.176}]",,593674.942,593747.65,603133.157,2000,9385.507,603133.157,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 593574.942, ""actual_onset_global_ms"": 593742.0, ""actual_offset_global_ms"": 593759.058, ""actual_duration_ms"": 17.058}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 593674.942, ""actual_onset_global_ms"": 593747.65, ""actual_offset_global_ms"": 595300.176, ""actual_duration_ms"": 1552.526}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 595300.176, ""actual_onset_global_ms"": 595376.973, ""actual_offset_global_ms"": 595869.308, ""actual_duration_ms"": 492.335}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 595869.308, ""actual_onset_global_ms"": 595877.633, ""actual_offset_global_ms"": 603133.157, ""actual_duration_ms"": 7255.524}]",,,
014,014_T1_20260520_152846,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,6,6,practice,span_2,1779262126,58.622,2026-05-20T15:38:56.813,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,603140.302,603309.402,2,6,1,"[7, 4]","[""4"", ""7""]","[""4"", ""7""]",47,onscreen_mouse,4199.898,13308.737,1,1,0,0,0,3,[4234.908],,"[603313.82, 604443.522]","[""digit_7.wav"", ""digit_4.wav""]","[{""audio_file"": ""digit_7.wav"", ""audio_start_global_ms"": 603313.82, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 603813.82}, {""audio_file"": ""digit_4.wav"", ""audio_start_global_ms"": 604443.522, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 604943.522}]",,603240.302,603313.82,618858.203,2000,15544.383,618858.203,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 603140.302, ""actual_onset_global_ms"": 603309.402, ""actual_offset_global_ms"": 603326.46, ""actual_duration_ms"": 17.058}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 603240.302, ""actual_onset_global_ms"": 603313.82, ""actual_offset_global_ms"": 604943.522, ""actual_duration_ms"": 1629.702}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 604943.522, ""actual_onset_global_ms"": 605032.528, ""actual_offset_global_ms"": 605542.298, ""actual_duration_ms"": 509.77}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 605542.298, ""actual_onset_global_ms"": 605549.358, ""actual_offset_global_ms"": 618858.203, ""actual_duration_ms"": 13308.845}]",,,
014,014_T1_20260520_152846,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,formal_span_2,formal,1,1,7,formal,span_2,1779262126,58.622,2026-05-20T15:39:16.538,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,622865.012,623036.873,2,1,1,"[3, 6]","[""6"", ""3""]","[""6"", ""3""]",63,onscreen_mouse,12546.854,15735.752,1,1,0,0,0,3,[1238.229],advance,"[623041.963, 624070.102]","[""digit_3.wav"", ""digit_6.wav""]","[{""audio_file"": ""digit_3.wav"", ""audio_start_global_ms"": 623041.963, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 623541.963}, {""audio_file"": ""digit_6.wav"", ""audio_start_global_ms"": 624070.102, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 624570.102}]",,622965.012,623041.963,640933.895,2000,17891.932,640933.895,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 622865.012, ""actual_onset_global_ms"": 623036.873, ""actual_offset_global_ms"": 623053.931, ""actual_duration_ms"": 17.058}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 622965.012, ""actual_onset_global_ms"": 623041.963, ""actual_offset_global_ms"": 624570.102, ""actual_duration_ms"": 1528.139}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 624570.102, ""actual_onset_global_ms"": 624689.092, ""actual_offset_global_ms"": 625188.222, ""actual_duration_ms"": 499.13}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 625188.222, ""actual_onset_global_ms"": 625197.792, ""actual_offset_global_ms"": 640933.895, ""actual_duration_ms"": 15736.103}]",,two_failures_in_span,3.0
014,014_T1_20260520_152846,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,formal_span_2,formal,1,2,8,formal,span_2,1779262126,58.622,2026-05-20T15:39:34.614,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,640941.793,641080.487,2,2,1,"[2, 6]","[""6"", ""2""]","[""6"", ""2""]",62,onscreen_mouse,4422.801,8761.616,1,1,0,0,0,3,[1604.846],advance,"[641084.323, 642111.859]","[""digit_2.wav"", ""digit_6.wav""]","[{""audio_file"": ""digit_2.wav"", ""audio_start_global_ms"": 641084.323, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 641584.323}, {""audio_file"": ""digit_6.wav"", ""audio_start_global_ms"": 642111.859, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 642611.859}]",,641041.793,641084.323,651926.226,2000,10841.903,651926.226,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 640941.793, ""actual_onset_global_ms"": 641080.487, ""actual_offset_global_ms"": 641097.545, ""actual_duration_ms"": 17.058}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 641041.793, ""actual_onset_global_ms"": 641084.323, ""actual_offset_global_ms"": 642611.859, ""actual_duration_ms"": 1527.536}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 642611.859, ""actual_onset_global_ms"": 642657.262, ""actual_offset_global_ms"": 643156.71, ""actual_duration_ms"": 499.448}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 643156.71, ""actual_onset_global_ms"": 643164.502, ""actual_offset_global_ms"": 651926.226, ""actual_duration_ms"": 8761.724}]",,two_failures_in_span,3.0
014,014_T1_20260520_152846,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,formal_span_3,formal,2,1,9,formal,span_3,1779262126,58.622,2026-05-20T15:39:45.612,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,651939.334,652101.765,3,1,2,"[9, 7, 4]","[""4"", ""7"", ""9""]","[""7"", ""4"", ""9""]",749,onscreen_mouse,7869.652,14866.891,0,0,0,0,0,4,"[1879.476, 3692.587]",terminate,"[652106.073, 653153.605, 654106.329]","[""digit_9.wav"", ""digit_7.wav"", ""digit_4.wav""]","[{""audio_file"": ""digit_9.wav"", ""audio_start_global_ms"": 652106.073, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 652606.073}, {""audio_file"": ""digit_7.wav"", ""audio_start_global_ms"": 653153.605, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 653653.605}, {""audio_file"": ""digit_4.wav"", ""audio_start_global_ms"": 654106.329, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 654606.329}]",,652039.334,652106.073,670066.257,3000,17960.184,670066.257,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 651939.334, ""actual_onset_global_ms"": 652101.765, ""actual_offset_global_ms"": 652118.823, ""actual_duration_ms"": 17.058}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 652039.334, ""actual_onset_global_ms"": 652106.073, ""actual_offset_global_ms"": 654606.329, ""actual_duration_ms"": 2500.256}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 654606.329, ""actual_onset_global_ms"": 654678.9, ""actual_offset_global_ms"": 655187.283, ""actual_duration_ms"": 508.383}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 655187.283, ""actual_onset_global_ms"": 655199.212, ""actual_offset_global_ms"": 670066.257, ""actual_duration_ms"": 14867.045}]",,two_failures_in_span,3.0
014,014_T1_20260520_152846,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,formal_span_3,formal,2,2,10,formal,span_3,1779262126,58.622,2026-05-20T15:40:03.748,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,670074.674,670247.843,3,2,2,"[5, 4, 2]","[""2"", ""4"", ""5""]","[""2"", ""4"", ""7""]",247,onscreen_mouse,31716.279,39685.062,0,0,0,0,0,4,"[3042.61, 2020.226]",terminate,"[670252.675, 671322.071, 672252.919]","[""digit_5.wav"", ""digit_4.wav"", ""digit_2.wav""]","[{""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 670252.675, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 670752.675}, {""audio_file"": ""digit_4.wav"", ""audio_start_global_ms"": 671322.071, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 671822.071}, {""audio_file"": ""digit_2.wav"", ""audio_start_global_ms"": 672252.919, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 672752.919}]",,670174.674,670252.675,713044.489,3000,42791.814,713044.489,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 670074.674, ""actual_onset_global_ms"": 670247.843, ""actual_offset_global_ms"": 670264.901, ""actual_duration_ms"": 17.058}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 670174.674, ""actual_onset_global_ms"": 670252.675, ""actual_offset_global_ms"": 672752.919, ""actual_duration_ms"": 2500.244}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 672752.919, ""actual_onset_global_ms"": 672850.814, ""actual_offset_global_ms"": 673350.656, ""actual_duration_ms"": 499.842}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 673350.656, ""actual_onset_global_ms"": 673359.343, ""actual_offset_global_ms"": 713044.489, ""actual_duration_ms"": 39685.146}]",,two_failures_in_span,3.0
