participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,digit_support_target,digit_transform_demo_used,digit_keypad_demo_used,digit_hesitation_prompt_used,digit_post_support_span_success,intended_trial_start_ms,actual_trial_start_ms,span_length,trial_index_within_span,span_round,presented_sequence,correct_backward_sequence,participant_input_sequence,participant_input_string,input_method,first_key_latency_ms,response_complete_time_ms,accuracy,response_correct,omission_input,delete_count,clear_count,click_count,inter_key_intervals_ms,adaptive_decision,digits_audio_onsets_ms,digits_audio_files,digits_audio_events_json,rt_ms,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,repeated_audio_once_in_practice,stage_records_json,termination_reason,terminal_span_length,set_size,trial_type,probe_index,probe_position_xy,item_positions,item_colors_memory,item_colors_test,probe_original_color,probe_test_color,response_key,response_label,correct_response_key,feedback_type,feedback_audio_file,feedback_audio_start_global_ms,feedback_audio_expected_duration_ms,feedback_audio_stop_global_ms,layout_generation_attempts,overlap_check_passed,practice_pass_flag
045,045_T1_20260518_154031,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,digit_span,1,practice_digitspan,practice,1,1,1,practice,span_2,1779090031,61.075,2026-05-18T15:40:44.202,0,0,0,1,0.0,none,,,0.0,0.0,none,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,6647.925,6783.469,2.0,1.0,1.0,"[3, 5]","[""5"", ""3""]","[""5"", ""3""]",53,onscreen_mouse,7235.225,14578.224,1,1,0.0,0.0,0.0,3.0,[3941.824],,"[6785.456, 7809.592]","[""digit_3.wav"", ""digit_5.wav""]","[{""audio_file"": ""digit_3.wav"", ""audio_start_global_ms"": 6785.456, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 7285.456}, {""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 7809.592, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 8309.592}]",,6747.925,6785.456,23510.665,2000,16725.209,23510.665,0.0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 6647.925, ""actual_onset_global_ms"": 6783.469, ""actual_offset_global_ms"": 6799.842, ""actual_duration_ms"": 16.373}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 6747.925, ""actual_onset_global_ms"": 6785.456, ""actual_offset_global_ms"": 8309.592, ""actual_duration_ms"": 1524.136}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 8309.592, ""actual_onset_global_ms"": 8385.312, ""actual_offset_global_ms"": 8883.382, ""actual_duration_ms"": 498.07}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 8883.382, ""actual_onset_global_ms"": 8932.242, ""actual_offset_global_ms"": 23510.665, ""actual_duration_ms"": 14578.423}]",,,,,,,,,,,,,,,,,,,,,,
045,045_T1_20260518_154031,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,digit_span,1,practice_digitspan,practice,1,2,2,practice,span_2,1779090031,61.075,2026-05-18T15:41:01.070,0,0,0,1,0.0,none,,,0.0,0.0,none,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,23516.052,23645.691,2.0,2.0,1.0,"[5, 3]","[""3"", ""5""]","[""3"", ""5""]",35,onscreen_mouse,3471.637,8199.798,1,1,0.0,0.0,0.0,3.0,[2643.896],,"[23648.683, 24726.597]","[""digit_5.wav"", ""digit_3.wav""]","[{""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 23648.683, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 24148.683}, {""audio_file"": ""digit_3.wav"", ""audio_start_global_ms"": 24726.597, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 25226.597}]",,23616.052,23648.683,34020.263,2000,10371.58,34020.263,0.0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 23516.052, ""actual_onset_global_ms"": 23645.691, ""actual_offset_global_ms"": 23662.064, ""actual_duration_ms"": 16.373}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 23616.052, ""actual_onset_global_ms"": 23648.683, ""actual_offset_global_ms"": 25226.597, ""actual_duration_ms"": 1577.914}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 25226.597, ""actual_onset_global_ms"": 25316.702, ""actual_offset_global_ms"": 25794.002, ""actual_duration_ms"": 477.3}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 25794.002, ""actual_onset_global_ms"": 25820.327, ""actual_offset_global_ms"": 34020.263, ""actual_duration_ms"": 8199.936}]",,,,,,,,,,,,,,,,,,,,,,
045,045_T1_20260518_154031,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,digit_span,1,practice_digitspan,practice,1,3,3,practice,span_2,1779090031,61.075,2026-05-18T15:41:11.580,0,0,0,1,0.0,none,,,0.0,0.0,none,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,34025.559,34156.193,2.0,3.0,1.0,"[8, 5]","[""5"", ""8""]","[""5"", ""8""]",58,onscreen_mouse,4046.619,13189.395,1,1,0.0,0.0,0.0,3.0,[5820.0],,"[34158.448, 35219.817]","[""digit_8.wav"", ""digit_5.wav""]","[{""audio_file"": ""digit_8.wav"", ""audio_start_global_ms"": 34158.448, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 34658.448}, {""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 35219.817, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 35719.817}]",,34125.559,34158.448,49506.274,2000,15347.826,49506.274,0.0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 34025.559, ""actual_onset_global_ms"": 34156.193, ""actual_offset_global_ms"": 34172.566, ""actual_duration_ms"": 16.373}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 34125.559, ""actual_onset_global_ms"": 34158.448, ""actual_offset_global_ms"": 35719.817, ""actual_duration_ms"": 1561.369}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 35719.817, ""actual_onset_global_ms"": 35767.553, ""actual_offset_global_ms"": 36290.167, ""actual_duration_ms"": 522.614}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 36290.167, ""actual_onset_global_ms"": 36316.727, ""actual_offset_global_ms"": 49506.274, ""actual_duration_ms"": 13189.547}]",,,,,,,,,,,,,,,,,,,,,,
045,045_T1_20260518_154031,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,digit_span,1,practice_digitspan,practice,1,4,4,practice,span_2,1779090031,61.075,2026-05-18T15:41:27.067,0,0,0,1,0.0,none,,,0.0,0.0,none,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,49512.88,49650.208,2.0,4.0,1.0,"[9, 2]","[""2"", ""9""]","[""2"", ""9""]",29,onscreen_mouse,3361.74,9670.074,1,1,0.0,0.0,0.0,3.0,[4110.679],,"[49652.07, 50706.827]","[""digit_9.wav"", ""digit_2.wav""]","[{""audio_file"": ""digit_9.wav"", ""audio_start_global_ms"": 49652.07, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 50152.07}, {""audio_file"": ""digit_2.wav"", ""audio_start_global_ms"": 50706.827, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 51206.827}]",,49612.88,49652.07,61539.594,2000,11887.524,61539.594,0.0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 49512.88, ""actual_onset_global_ms"": 49650.208, ""actual_offset_global_ms"": 49666.581, ""actual_duration_ms"": 16.373}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 49612.88, ""actual_onset_global_ms"": 49652.07, ""actual_offset_global_ms"": 51206.827, ""actual_duration_ms"": 1554.757}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 51206.827, ""actual_onset_global_ms"": 51347.698, ""actual_offset_global_ms"": 51844.974, ""actual_duration_ms"": 497.276}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 51844.974, ""actual_onset_global_ms"": 51869.342, ""actual_offset_global_ms"": 61539.594, ""actual_duration_ms"": 9670.252}]",,,,,,,,,,,,,,,,,,,,,,
045,045_T1_20260518_154031,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,digit_span,1,practice_digitspan,practice,1,5,5,practice,span_2,1779090031,61.075,2026-05-18T15:41:39.100,0,0,0,1,0.0,none,,,0.0,0.0,none,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,61545.44,61685.78,2.0,5.0,1.0,"[7, 2]","[""2"", ""7""]","[""2"", ""7""]",27,onscreen_mouse,2644.367,12118.745,1,1,0.0,0.0,0.0,3.0,[3628.058],,"[61687.682, 62692.259]","[""digit_7.wav"", ""digit_2.wav""]","[{""audio_file"": ""digit_7.wav"", ""audio_start_global_ms"": 61687.682, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 62187.682}, {""audio_file"": ""digit_2.wav"", ""audio_start_global_ms"": 62692.259, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 63192.259}]",,61645.44,61687.682,75870.331,2000,14182.649,75870.331,0.0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 61545.44, ""actual_onset_global_ms"": 61685.78, ""actual_offset_global_ms"": 61702.153, ""actual_duration_ms"": 16.373}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 61645.44, ""actual_onset_global_ms"": 61687.682, ""actual_offset_global_ms"": 63192.259, ""actual_duration_ms"": 1504.577}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 63192.259, ""actual_onset_global_ms"": 63232.726, ""actual_offset_global_ms"": 63726.112, ""actual_duration_ms"": 493.386}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 63726.112, ""actual_onset_global_ms"": 63751.417, ""actual_offset_global_ms"": 75870.331, ""actual_duration_ms"": 12118.914}]",,,,,,,,,,,,,,,,,,,,,,
045,045_T1_20260518_154031,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,digit_span,1,practice_digitspan,practice,1,6,6,practice,span_2,1779090031,61.075,2026-05-18T15:41:53.430,0,0,0,1,0.0,none,,,0.0,0.0,none,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,75876.361,76017.619,2.0,6.0,1.0,"[5, 1]","[""1"", ""5""]","[""1"", ""5""]",15,onscreen_mouse,7448.566,15801.463,1,1,0.0,0.0,0.0,3.0,[2840.907],,"[76019.662, 77072.077]","[""digit_5.wav"", ""digit_1.wav""]","[{""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 76019.662, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 76519.662}, {""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 77072.077, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 77572.077}]",,75976.361,76019.662,93950.155,2000,17930.493,93950.155,0.0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 75876.361, ""actual_onset_global_ms"": 76017.619, ""actual_offset_global_ms"": 76033.992, ""actual_duration_ms"": 16.373}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 75976.361, ""actual_onset_global_ms"": 76019.662, ""actual_offset_global_ms"": 77572.077, ""actual_duration_ms"": 1552.415}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 77572.077, ""actual_onset_global_ms"": 77617.03, ""actual_offset_global_ms"": 78120.453, ""actual_duration_ms"": 503.423}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 78120.453, ""actual_onset_global_ms"": 78148.461, ""actual_offset_global_ms"": 93950.155, ""actual_duration_ms"": 15801.694}]",,,,,,,,,,,,,,,,,,,,,,
045,045_T1_20260518_154031,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,digit_span,1,formal_span_2,formal,1,1,7,formal,span_2,1779090031,61.075,2026-05-18T15:42:16.504,0,0,0,1,0.0,none,,,0.0,0.0,none,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,98949.687,99168.227,2.0,1.0,1.0,"[6, 4]","[""4"", ""6""]","[""4"", ""6""]",46,onscreen_mouse,5188.985,14236.911,1,1,0.0,0.0,0.0,3.0,[3707.319],advance,"[99173.109, 100190.21]","[""digit_6.wav"", ""digit_4.wav""]","[{""audio_file"": ""digit_6.wav"", ""audio_start_global_ms"": 99173.109, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 99673.109}, {""audio_file"": ""digit_4.wav"", ""audio_start_global_ms"": 100190.21, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 100690.21}]",,99049.687,99173.109,115523.556,2000,16350.447,115523.556,0.0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 98949.687, ""actual_onset_global_ms"": 99168.227, ""actual_offset_global_ms"": 99184.6, ""actual_duration_ms"": 16.373}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 99049.687, ""actual_onset_global_ms"": 99173.109, ""actual_offset_global_ms"": 100690.21, ""actual_duration_ms"": 1517.101}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 100690.21, ""actual_onset_global_ms"": 100755.428, ""actual_offset_global_ms"": 101268.59, ""actual_duration_ms"": 513.162}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 101268.59, ""actual_onset_global_ms"": 101286.504, ""actual_offset_global_ms"": 115523.556, ""actual_duration_ms"": 14237.052}]",two_failures_in_span,6.0,,,,,,,,,,,,,,,,,,,,
045,045_T1_20260518_154031,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,digit_span,1,formal_span_2,formal,1,2,8,formal,span_2,1779090031,61.075,2026-05-18T15:42:33.083,0,0,0,1,0.0,none,,,0.0,0.0,none,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,115529.068,115660.807,2.0,2.0,1.0,"[8, 1]","[""1"", ""8""]","[""1"", ""8""]",18,onscreen_mouse,6369.418,15803.169,1,1,0.0,0.0,0.0,3.0,[7145.318],advance,"[115662.447, 116690.905]","[""digit_8.wav"", ""digit_1.wav""]","[{""audio_file"": ""digit_8.wav"", ""audio_start_global_ms"": 115662.447, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 116162.447}, {""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 116690.905, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 117190.905}]",,115629.068,115662.447,133637.437,2000,17974.99,133637.437,0.0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 115529.068, ""actual_onset_global_ms"": 115660.807, ""actual_offset_global_ms"": 115677.18, ""actual_duration_ms"": 16.373}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 115629.068, ""actual_onset_global_ms"": 115662.447, ""actual_offset_global_ms"": 117190.905, ""actual_duration_ms"": 1528.458}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 117190.905, ""actual_onset_global_ms"": 117309.635, ""actual_offset_global_ms"": 117807.326, ""actual_duration_ms"": 497.691}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 117807.326, ""actual_onset_global_ms"": 117834.122, ""actual_offset_global_ms"": 133637.437, ""actual_duration_ms"": 15803.315}]",two_failures_in_span,6.0,,,,,,,,,,,,,,,,,,,,
045,045_T1_20260518_154031,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,digit_span,1,formal_span_3,formal,2,1,9,formal,span_3,1779090031,61.075,2026-05-18T15:42:51.203,0,0,0,1,0.0,none,,,0.0,0.0,none,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,133648.053,133803.9,3.0,1.0,2.0,"[8, 1, 7]","[""7"", ""1"", ""8""]","[""7"", ""1"", ""8""]",718,onscreen_mouse,19562.698,31398.752,1,1,0.0,0.0,0.0,4.0,"[5016.552, 4496.192]",advance,"[133806.268, 134832.415, 135885.391]","[""digit_8.wav"", ""digit_1.wav"", ""digit_7.wav""]","[{""audio_file"": ""digit_8.wav"", ""audio_start_global_ms"": 133806.268, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 134306.268}, {""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 134832.415, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 135332.415}, {""audio_file"": ""digit_7.wav"", ""audio_start_global_ms"": 135885.391, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 136385.391}]",,133748.053,133806.268,168390.407,3000,34584.139,168390.407,0.0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 133648.053, ""actual_onset_global_ms"": 133803.9, ""actual_offset_global_ms"": 133820.273, ""actual_duration_ms"": 16.373}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 133748.053, ""actual_onset_global_ms"": 133806.268, ""actual_offset_global_ms"": 136385.391, ""actual_duration_ms"": 2579.123}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 136385.391, ""actual_onset_global_ms"": 136436.795, ""actual_offset_global_ms"": 136961.611, ""actual_duration_ms"": 524.816}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 136961.611, ""actual_onset_global_ms"": 136991.505, ""actual_offset_global_ms"": 168390.407, ""actual_duration_ms"": 31398.902}]",two_failures_in_span,6.0,,,,,,,,,,,,,,,,,,,,
045,045_T1_20260518_154031,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,digit_span,1,formal_span_3,formal,2,2,10,formal,span_3,1779090031,61.075,2026-05-18T15:43:25.951,0,0,0,1,0.0,none,,,0.0,0.0,none,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,168396.286,168568.053,3.0,2.0,2.0,"[2, 9, 8]","[""8"", ""9"", ""2""]","[""8"", ""9"", ""2""]",892,onscreen_mouse,9987.284,18165.698,1,1,0.0,0.0,0.0,4.0,"[2003.925, 2530.211]",advance,"[168569.743, 169603.095, 170626.976]","[""digit_2.wav"", ""digit_9.wav"", ""digit_8.wav""]","[{""audio_file"": ""digit_2.wav"", ""audio_start_global_ms"": 168569.743, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 169069.743}, {""audio_file"": ""digit_9.wav"", ""audio_start_global_ms"": 169603.095, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 170103.095}, {""audio_file"": ""digit_8.wav"", ""audio_start_global_ms"": 170626.976, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 171126.976}]",,168496.286,168569.743,189975.351,3000,21405.608,189975.351,0.0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 168396.286, ""actual_onset_global_ms"": 168568.053, ""actual_offset_global_ms"": 168584.426, ""actual_duration_ms"": 16.373}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 168496.286, ""actual_onset_global_ms"": 168569.743, ""actual_offset_global_ms"": 171126.976, ""actual_duration_ms"": 2557.233}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 171126.976, ""actual_onset_global_ms"": 171276.557, ""actual_offset_global_ms"": 171782.499, ""actual_duration_ms"": 505.942}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 171782.499, ""actual_onset_global_ms"": 171809.504, ""actual_offset_global_ms"": 189975.351, ""actual_duration_ms"": 18165.847}]",two_failures_in_span,6.0,,,,,,,,,,,,,,,,,,,,
