participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,intended_trial_start_ms,actual_trial_start_ms,set_size,trial_type,probe_index,probe_position_xy,item_positions,item_colors_memory,item_colors_test,probe_original_color,probe_test_color,response_key,response_label,correct_response_key,accuracy,response_correct,rt_ms,feedback_type,feedback_audio_file,feedback_audio_start_global_ms,feedback_audio_expected_duration_ms,feedback_audio_stop_global_ms,layout_generation_attempts,overlap_check_passed,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,stage_records_json,practice_pass_flag
052,052_T1_20260518_154309,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,change_detection,4,practice_cd,practice,1,1,1,practice,N2_change,1779090189,240.571,2026-05-18T15:56:17.031,0,0,0,1,785866.481,785882.809,2,change,0,"[108.99, 131.37]","[[108.99, 131.37], [-170.12, -190.3]]","[""green"", ""yellow""]","[""red"", ""yellow""]",green,red,j,change,j,1,1,7310.964,correct,correct.wav,796866.525,150.0,797366.525,2,1,789466.481,789519.136,796866.381,4000,7347.245,797016.381,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 785866.481, ""actual_onset_global_ms"": 785882.809, ""actual_offset_global_ms"": 785977.8, ""actual_duration_ms"": 94.991}, {""stage_name"": ""memory_array"", ""planned_duration_ms"": 2500, ""intended_onset_ms"": 785966.481, ""actual_onset_global_ms"": 785998.519, ""actual_offset_global_ms"": 788494.195, ""actual_duration_ms"": 2495.676}, {""stage_name"": ""delay"", ""planned_duration_ms"": 1000, ""intended_onset_ms"": 788494.195, ""actual_onset_global_ms"": 788494.712, ""actual_offset_global_ms"": 789494.489, ""actual_duration_ms"": 999.777}, {""stage_name"": ""test_array"", ""planned_duration_ms"": 4000, ""intended_onset_ms"": 789494.489, ""actual_onset_global_ms"": 789519.136, ""actual_offset_global_ms"": 796866.381, ""actual_duration_ms"": 7347.245}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 796866.381, ""actual_onset_global_ms"": 796877.619, ""actual_offset_global_ms"": 797020.773, ""actual_duration_ms"": 143.154}]",0.0
052,052_T1_20260518_154309,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,change_detection,4,practice_cd,practice,1,2,2,practice,N1_change,1779090189,240.571,2026-05-18T15:56:28.185,0,0,0,1,797019.732,797029.333,1,change,0,"[-85.55, 145.05]","[[-85.55, 145.05]]","[""green""]","[""yellow""]",green,yellow,j,change,j,1,1,3863.982,correct,correct.wav,804528.172,150.0,805028.172,1,1,800619.732,800656.806,804528.01,4000,3871.204,804678.01,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 797019.732, ""actual_onset_global_ms"": 797029.333, ""actual_offset_global_ms"": 797124.389, ""actual_duration_ms"": 95.056}, {""stage_name"": ""memory_array"", ""planned_duration_ms"": 2500, ""intended_onset_ms"": 797119.732, ""actual_onset_global_ms"": 797136.336, ""actual_offset_global_ms"": 799640.056, ""actual_duration_ms"": 2503.72}, {""stage_name"": ""delay"", ""planned_duration_ms"": 1000, ""intended_onset_ms"": 799640.056, ""actual_onset_global_ms"": 799640.1, ""actual_offset_global_ms"": 800644.428, ""actual_duration_ms"": 1004.328}, {""stage_name"": ""test_array"", ""planned_duration_ms"": 4000, ""intended_onset_ms"": 800644.428, ""actual_onset_global_ms"": 800656.806, ""actual_offset_global_ms"": 804528.01, ""actual_duration_ms"": 3871.204}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 804528.01, ""actual_onset_global_ms"": 804536.504, ""actual_offset_global_ms"": 804690.624, ""actual_duration_ms"": 154.12}]",0.0
052,052_T1_20260518_154309,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,change_detection,4,practice_cd,practice,1,3,3,practice,N1_change,1779090189,240.571,2026-05-18T15:56:35.854,0,0,0,1,804688.975,804698.307,1,change,0,"[10.31, -222.24]","[[10.31, -222.24]]","[""green""]","[""purple""]",green,purple,j,change,j,1,1,1757.509,correct,correct.wav,810108.534,150.0,810608.534,1,1,808288.975,808328.506,810108.392,4000,1779.886,810258.392,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 804688.975, ""actual_onset_global_ms"": 804698.307, ""actual_offset_global_ms"": 804800.162, ""actual_duration_ms"": 101.855}, {""stage_name"": ""memory_array"", ""planned_duration_ms"": 2500, ""intended_onset_ms"": 804788.975, ""actual_onset_global_ms"": 804811.638, ""actual_offset_global_ms"": 807311.698, ""actual_duration_ms"": 2500.06}, {""stage_name"": ""delay"", ""planned_duration_ms"": 1000, ""intended_onset_ms"": 807311.698, ""actual_onset_global_ms"": 807311.61, ""actual_offset_global_ms"": 808315.592, ""actual_duration_ms"": 1003.982}, {""stage_name"": ""test_array"", ""planned_duration_ms"": 4000, ""intended_onset_ms"": 808315.592, ""actual_onset_global_ms"": 808328.506, ""actual_offset_global_ms"": 810108.392, ""actual_duration_ms"": 1779.886}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 810108.392, ""actual_onset_global_ms"": 810115.486, ""actual_offset_global_ms"": 810265.754, ""actual_duration_ms"": 150.268}]",0.0
052,052_T1_20260518_154309,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,change_detection,4,practice_cd,practice,1,4,4,practice,N1_same,1779090189,240.571,2026-05-18T15:56:41.429,0,0,0,1,810263.723,810273.459,1,same,0,"[197.81, -235.89]","[[197.81, -235.89]]","[""blue""]","[""blue""]",blue,blue,j,change,s,0,0,1342.195,incorrect,incorrect.wav,815255.525,150.0,815755.525,1,1,813863.723,813903.875,815255.327,4000,1351.452,815405.327,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 810263.723, ""actual_onset_global_ms"": 810273.459, ""actual_offset_global_ms"": 810374.255, ""actual_duration_ms"": 100.796}, {""stage_name"": ""memory_array"", ""planned_duration_ms"": 2500, ""intended_onset_ms"": 810363.723, ""actual_onset_global_ms"": 810386.603, ""actual_offset_global_ms"": 812886.69, ""actual_duration_ms"": 2500.087}, {""stage_name"": ""delay"", ""planned_duration_ms"": 1000, ""intended_onset_ms"": 812886.69, ""actual_onset_global_ms"": 812887.004, ""actual_offset_global_ms"": 813890.195, ""actual_duration_ms"": 1003.191}, {""stage_name"": ""test_array"", ""planned_duration_ms"": 4000, ""intended_onset_ms"": 813890.195, ""actual_onset_global_ms"": 813903.875, ""actual_offset_global_ms"": 815255.327, ""actual_duration_ms"": 1351.452}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 815255.327, ""actual_onset_global_ms"": 815269.519, ""actual_offset_global_ms"": 815411.834, ""actual_duration_ms"": 142.315}]",0.0
052,052_T1_20260518_154309,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,change_detection,4,practice_cd,practice,1,5,5,practice,N2_same,1779090189,240.571,2026-05-18T15:56:46.575,0,0,0,1,815410.581,815415.762,2,same,0,"[-163.64, 87.77]","[[-163.64, 87.77], [-129.09, -204.75]]","[""purple"", ""green""]","[""purple"", ""green""]",purple,purple,s,same,s,1,1,5710.196,correct,correct.wav,824774.031,150.0,825274.031,2,1,819010.581,819049.433,824773.872,4000,5724.439,824923.872,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 815410.581, ""actual_onset_global_ms"": 815415.762, ""actual_offset_global_ms"": 815519.894, ""actual_duration_ms"": 104.132}, {""stage_name"": ""memory_array"", ""planned_duration_ms"": 2500, ""intended_onset_ms"": 815510.581, ""actual_onset_global_ms"": 815541.284, ""actual_offset_global_ms"": 818021.541, ""actual_duration_ms"": 2480.257}, {""stage_name"": ""delay"", ""planned_duration_ms"": 1000, ""intended_onset_ms"": 818021.541, ""actual_onset_global_ms"": 818023.562, ""actual_offset_global_ms"": 819027.485, ""actual_duration_ms"": 1003.923}, {""stage_name"": ""test_array"", ""planned_duration_ms"": 4000, ""intended_onset_ms"": 819027.485, ""actual_onset_global_ms"": 819049.433, ""actual_offset_global_ms"": 824773.872, ""actual_duration_ms"": 5724.439}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 824773.872, ""actual_onset_global_ms"": 824782.684, ""actual_offset_global_ms"": 824932.37, ""actual_duration_ms"": 149.686}]",0.0
052,052_T1_20260518_154309,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,change_detection,4,practice_cd,practice,1,6,6,practice,N2_change,1779090189,240.571,2026-05-18T15:56:56.095,0,0,0,1,824930.178,824940.023,2,change,0,"[-90.33, 203.73]","[[-90.33, 203.73], [193.59, 5.45]]","[""purple"", ""yellow""]","[""blue"", ""yellow""]",purple,blue,j,change,j,1,1,5357.646,correct,correct.wav,833949.448,150.0,834449.448,2,1,828530.178,828565.968,833949.27,4000,5383.302,834099.27,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 824930.178, ""actual_onset_global_ms"": 824940.023, ""actual_offset_global_ms"": 825040.531, ""actual_duration_ms"": 100.508}, {""stage_name"": ""memory_array"", ""planned_duration_ms"": 2500, ""intended_onset_ms"": 825030.178, ""actual_onset_global_ms"": 825061.657, ""actual_offset_global_ms"": 827541.504, ""actual_duration_ms"": 2479.847}, {""stage_name"": ""delay"", ""planned_duration_ms"": 1000, ""intended_onset_ms"": 827541.504, ""actual_onset_global_ms"": 827544.336, ""actual_offset_global_ms"": 828545.055, ""actual_duration_ms"": 1000.719}, {""stage_name"": ""test_array"", ""planned_duration_ms"": 4000, ""intended_onset_ms"": 828545.055, ""actual_onset_global_ms"": 828565.968, ""actual_offset_global_ms"": 833949.27, ""actual_duration_ms"": 5383.302}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 833949.27, ""actual_onset_global_ms"": 833961.984, ""actual_offset_global_ms"": 834104.933, ""actual_duration_ms"": 142.949}]",0.0
052,052_T1_20260518_154309,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,change_detection,4,practice_cd,practice,1,7,7,practice,N2_same,1779090189,240.571,2026-05-18T15:57:05.270,0,0,0,1,834104.476,834114.902,2,same,1,"[132.41, 166.19]","[[-167.11, -226.04], [132.41, 166.19]]","[""green"", ""purple""]","[""green"", ""purple""]",purple,purple,j,change,s,0,0,1665.445,incorrect,incorrect.wav,839448.776,150.0,839948.776,2,1,837704.476,837757.02,839448.629,4000,1691.609,839598.629,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 834104.476, ""actual_onset_global_ms"": 834114.902, ""actual_offset_global_ms"": 834210.88, ""actual_duration_ms"": 95.978}, {""stage_name"": ""memory_array"", ""planned_duration_ms"": 2500, ""intended_onset_ms"": 834204.476, ""actual_onset_global_ms"": 834235.583, ""actual_offset_global_ms"": 836731.744, ""actual_duration_ms"": 2496.161}, {""stage_name"": ""delay"", ""planned_duration_ms"": 1000, ""intended_onset_ms"": 836731.744, ""actual_onset_global_ms"": 836735.3, ""actual_offset_global_ms"": 837735.893, ""actual_duration_ms"": 1000.593}, {""stage_name"": ""test_array"", ""planned_duration_ms"": 4000, ""intended_onset_ms"": 837735.893, ""actual_onset_global_ms"": 837757.02, ""actual_offset_global_ms"": 839448.629, ""actual_duration_ms"": 1691.609}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 839448.629, ""actual_onset_global_ms"": 839456.819, ""actual_offset_global_ms"": 839606.626, ""actual_duration_ms"": 149.807}]",0.0
052,052_T1_20260518_154309,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,change_detection,4,practice_cd,practice,1,8,8,practice,N1_same,1779090189,240.571,2026-05-18T15:57:10.769,0,0,0,1,839604.538,839610.789,1,same,0,"[-148.28, -35.72]","[[-148.28, -35.72]]","[""purple""]","[""purple""]",purple,purple,j,change,s,0,0,1763.433,incorrect,incorrect.wav,845003.999,150.0,845503.999,2,1,843204.538,843232.869,845003.85,4000,1770.981,845153.85,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 839604.538, ""actual_onset_global_ms"": 839610.789, ""actual_offset_global_ms"": 839711.209, ""actual_duration_ms"": 100.42}, {""stage_name"": ""memory_array"", ""planned_duration_ms"": 2500, ""intended_onset_ms"": 839704.538, ""actual_onset_global_ms"": 839723.362, ""actual_offset_global_ms"": 842211.635, ""actual_duration_ms"": 2488.273}, {""stage_name"": ""delay"", ""planned_duration_ms"": 1000, ""intended_onset_ms"": 842211.635, ""actual_onset_global_ms"": 842215.127, ""actual_offset_global_ms"": 843216.497, ""actual_duration_ms"": 1001.37}, {""stage_name"": ""test_array"", ""planned_duration_ms"": 4000, ""intended_onset_ms"": 843216.497, ""actual_onset_global_ms"": 843232.869, ""actual_offset_global_ms"": 845003.85, ""actual_duration_ms"": 1770.981}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 845003.85, ""actual_onset_global_ms"": 845011.828, ""actual_offset_global_ms"": 845160.206, ""actual_duration_ms"": 148.378}]",0.0
052,052_T1_20260518_154309,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,change_detection,4,practice_cd,practice,1,1,9,practice,N2_same,1779090189,240.571,2026-05-18T15:57:22.115,0,0,0,2,850950.093,850958.32,2,same,0,"[99.83, 96.02]","[[99.83, 96.02], [-50.95, -100.33]]","[""yellow"", ""red""]","[""yellow"", ""red""]",yellow,yellow,j,change,s,0,0,4391.431,incorrect,incorrect.wav,859028.393,150.0,859528.393,2,1,854550.093,854612.092,859028.248,4000,4416.156,859178.248,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 850950.093, ""actual_onset_global_ms"": 850958.32, ""actual_offset_global_ms"": 851059.971, ""actual_duration_ms"": 101.651}, {""stage_name"": ""memory_array"", ""planned_duration_ms"": 2500, ""intended_onset_ms"": 851050.093, ""actual_onset_global_ms"": 851082.83, ""actual_offset_global_ms"": 853584.079, ""actual_duration_ms"": 2501.249}, {""stage_name"": ""delay"", ""planned_duration_ms"": 1000, ""intended_onset_ms"": 853584.079, ""actual_onset_global_ms"": 853586.744, ""actual_offset_global_ms"": 854586.859, ""actual_duration_ms"": 1000.115}, {""stage_name"": ""test_array"", ""planned_duration_ms"": 4000, ""intended_onset_ms"": 854586.859, ""actual_onset_global_ms"": 854612.092, ""actual_offset_global_ms"": 859028.248, ""actual_duration_ms"": 4416.156}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 859028.248, ""actual_onset_global_ms"": 859037.662, ""actual_offset_global_ms"": 859186.461, ""actual_duration_ms"": 148.799}]",1.0
052,052_T1_20260518_154309,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,change_detection,4,practice_cd,practice,1,2,10,practice,N2_change,1779090189,240.571,2026-05-18T15:57:30.350,0,0,0,2,859184.682,859191.669,2,change,1,"[85.73, 106.22]","[[155.79, -231.23], [85.73, 106.22]]","[""yellow"", ""purple""]","[""yellow"", ""green""]",purple,green,j,change,j,1,1,1624.184,correct,correct.wav,864457.698,150.0,864957.698,3,1,862784.682,862823.969,864457.564,4000,1633.595,864607.564,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 859184.682, ""actual_onset_global_ms"": 859191.669, ""actual_offset_global_ms"": 859291.06, ""actual_duration_ms"": 99.391}, {""stage_name"": ""memory_array"", ""planned_duration_ms"": 2500, ""intended_onset_ms"": 859284.682, ""actual_onset_global_ms"": 859311.956, ""actual_offset_global_ms"": 861800.461, ""actual_duration_ms"": 2488.505}, {""stage_name"": ""delay"", ""planned_duration_ms"": 1000, ""intended_onset_ms"": 861800.461, ""actual_onset_global_ms"": 861802.834, ""actual_offset_global_ms"": 862802.963, ""actual_duration_ms"": 1000.129}, {""stage_name"": ""test_array"", ""planned_duration_ms"": 4000, ""intended_onset_ms"": 862802.963, ""actual_onset_global_ms"": 862823.969, ""actual_offset_global_ms"": 864457.564, ""actual_duration_ms"": 1633.595}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 864457.564, ""actual_onset_global_ms"": 864465.738, ""actual_offset_global_ms"": 864612.734, ""actual_duration_ms"": 146.996}]",1.0
