participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,intended_trial_start_ms,actual_trial_start_ms,condition,target_direction,flankers_direction,array_pattern_text,correct_response_key,participant_response_key,response_correct,rt_ms,response_time_global_ms,feedback_type,practice_pass_flag,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,stage_records_json,feedback_audio_file,feedback_audio_start_global_ms,feedback_audio_expected_duration_ms,feedback_audio_stop_global_ms,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,dccs_support_rule,dccs_error_type,dccs_dimension_highlight_used,dccs_demo_type,dccs_label_mode,dccs_post_support_rule_confusion,rule,cue_audio_file,cue_label,cue_audio_start_global_ms,cue_audio_expected_duration_ms,cue_audio_stop_global_ms,stimulus_color,stimulus_shape,stimulus_identity,trial_transition,previous_rule,current_rule,cue_to_first_response_ms,trigger_trial_index,digit_support_target,digit_transform_demo_used,digit_keypad_demo_used,digit_hesitation_prompt_used,digit_post_support_span_success,span_length,trial_index_within_span,span_round,presented_sequence,correct_backward_sequence,participant_input_sequence,participant_input_string,input_method,first_key_latency_ms,response_complete_time_ms,accuracy,omission_input,delete_count,clear_count,click_count,inter_key_intervals_ms,adaptive_decision,digits_audio_onsets_ms,digits_audio_files,digits_audio_events_json,repeated_audio_once_in_practice,termination_reason,terminal_span_length,set_size,trial_type,probe_index,probe_position_xy,item_positions,item_colors_memory,item_colors_test,probe_original_color,probe_test_color,response_key,response_label,layout_generation_attempts,overlap_check_passed
0008,0008_T1_20260520_152501,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,1,1,practice,practice_single,1779261901,60.0,2026-05-20T15:25:14.847,0,0,0,1,10249.322,10288.321,practice_single,right,none,>,j,j,1,8057.623,18448.593,correct,,10349.322,10390.97,18448.593,3000,8057.623,19048.593,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 10249.322, ""actual_onset_global_ms"": 10288.321, ""actual_offset_global_ms"": 10385.942, ""actual_duration_ms"": 97.621}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 10349.322, ""actual_onset_global_ms"": 10390.97, ""actual_offset_global_ms"": 18448.593, ""actual_duration_ms"": 8057.623}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 18448.593, ""actual_onset_global_ms"": 18532.705, ""actual_offset_global_ms"": 19131.027, ""actual_duration_ms"": 598.322}]",correct.wav,18505.564,600.0,19105.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0008,0008_T1_20260520_152501,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,2,2,practice,practice_single,1779261901,60.0,2026-05-20T15:25:23.716,0,0,0,1,19118.486,19133.927,practice_single,left,none,<,s,s,1,5843.518,25080.543,correct,,19218.486,19237.025,25080.543,3000,5843.518,25680.543,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 19118.486, ""actual_onset_global_ms"": 19133.927, ""actual_offset_global_ms"": 19235.814, ""actual_duration_ms"": 101.887}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 19218.486, ""actual_onset_global_ms"": 19237.025, ""actual_offset_global_ms"": 25080.543, ""actual_duration_ms"": 5843.518}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 25080.543, ""actual_onset_global_ms"": 25110.643, ""actual_offset_global_ms"": 25719.539, ""actual_duration_ms"": 608.896}]",correct.wav,25095.058,600.0,25695.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0008,0008_T1_20260520_152501,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,3,3,practice,practice_single,1779261901,60.0,2026-05-20T15:25:30.305,0,0,0,1,25706.876,25725.967,practice_single,left,none,<,s,s,1,1178.359,27015.724,correct,,25806.876,25837.365,27015.724,3000,1178.359,27615.724,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 25706.876, ""actual_onset_global_ms"": 25725.967, ""actual_offset_global_ms"": 25837.613, ""actual_duration_ms"": 111.646}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 25806.876, ""actual_onset_global_ms"": 25837.365, ""actual_offset_global_ms"": 27015.724, ""actual_duration_ms"": 1178.359}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 27015.724, ""actual_onset_global_ms"": 27048.29, ""actual_offset_global_ms"": 27660.68, ""actual_duration_ms"": 612.39}]",correct.wav,27032.006,600.0,27632.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0008,0008_T1_20260520_152501,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,4,4,practice,practice_single,1779261901,60.0,2026-05-20T15:25:32.245,0,0,0,1,27647.727,27662.818,practice_single,right,none,>,j,j,1,2537.094,30311.456,correct,,27747.727,27774.362,30311.456,3000,2537.094,30911.456,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 27647.727, ""actual_onset_global_ms"": 27662.818, ""actual_offset_global_ms"": 27774.043, ""actual_duration_ms"": 111.225}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 27747.727, ""actual_onset_global_ms"": 27774.362, ""actual_offset_global_ms"": 30311.456, ""actual_duration_ms"": 2537.094}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 30311.456, ""actual_onset_global_ms"": 30337.787, ""actual_offset_global_ms"": 30941.307, ""actual_duration_ms"": 603.52}]",correct.wav,30322.758,600.0,30922.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0008,0008_T1_20260520_152501,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,5,5,practice,practice_single,1779261901,60.0,2026-05-20T15:25:35.527,0,0,0,1,30928.999,30946.274,practice_single,right,none,>,j,j,1,1205.736,32252.196,correct,,31028.999,31046.46,32252.196,3000,1205.736,32852.196,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 30928.999, ""actual_onset_global_ms"": 30946.274, ""actual_offset_global_ms"": 31046.26, ""actual_duration_ms"": 99.986}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 31028.999, ""actual_onset_global_ms"": 31046.46, ""actual_offset_global_ms"": 32252.196, ""actual_duration_ms"": 1205.736}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 32252.196, ""actual_onset_global_ms"": 32285.652, ""actual_offset_global_ms"": 32885.893, ""actual_duration_ms"": 600.241}]",correct.wav,32267.846,600.0,32867.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0008,0008_T1_20260520_152501,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,6,6,practice,practice_single,1779261901,60.0,2026-05-20T15:25:37.471,0,0,0,1,32873.368,32887.866,practice_single,left,none,<,s,s,1,730.917,33728.66,correct,,32973.368,32997.743,33728.66,3000,730.917,34328.66,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 32873.368, ""actual_onset_global_ms"": 32887.866, ""actual_offset_global_ms"": 32998.451, ""actual_duration_ms"": 110.585}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 32973.368, ""actual_onset_global_ms"": 32997.743, ""actual_offset_global_ms"": 33728.66, ""actual_duration_ms"": 730.917}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 33728.66, ""actual_onset_global_ms"": 33747.201, ""actual_offset_global_ms"": 34353.343, ""actual_duration_ms"": 606.142}]",correct.wav,33731.444,600.0,34331.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0008,0008_T1_20260520_152501,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,1,7,practice,congruent,1779261901,60.0,2026-05-20T15:25:40.952,0,0,0,1,36354.91,36372.937,congruent,left,left,<<<<<,s,j,0,2913.5,39402.315,incorrect,0.0,36454.91,36488.815,39402.315,3000,2913.5,40002.315,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 36354.91, ""actual_onset_global_ms"": 36372.937, ""actual_offset_global_ms"": 36486.291, ""actual_duration_ms"": 113.354}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 36454.91, ""actual_onset_global_ms"": 36488.815, ""actual_offset_global_ms"": 39402.315, ""actual_duration_ms"": 2913.5}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 39402.315, ""actual_onset_global_ms"": 39428.8, ""actual_offset_global_ms"": 40038.051, ""actual_duration_ms"": 609.251}]",incorrect.wav,39406.73,600.0,40006.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0008,0008_T1_20260520_152501,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,2,8,practice,incongruent,1779261901,60.0,2026-05-20T15:25:44.624,0,0,0,1,40025.93,40042.837,incongruent,right,left,<<><<,j,j,1,3357.055,43511.936,correct,0.0,40125.93,40154.881,43511.936,3000,3357.055,44111.936,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 40025.93, ""actual_onset_global_ms"": 40042.837, ""actual_offset_global_ms"": 40153.714, ""actual_duration_ms"": 110.877}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 40125.93, ""actual_onset_global_ms"": 40154.881, ""actual_offset_global_ms"": 43511.936, ""actual_duration_ms"": 3357.055}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 43511.936, ""actual_onset_global_ms"": 43534.407, ""actual_offset_global_ms"": 44137.289, ""actual_duration_ms"": 602.882}]",correct.wav,43517.759,600.0,44117.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0008,0008_T1_20260520_152501,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,3,9,practice,incongruent,1779261901,60.0,2026-05-20T15:25:48.724,0,0,0,1,44126.369,44142.247,incongruent,right,left,<<><<,j,s,0,4306.95,48565.601,incorrect,0.0,44226.369,44258.651,48565.601,3000,4306.95,49165.601,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 44126.369, ""actual_onset_global_ms"": 44142.247, ""actual_offset_global_ms"": 44257.026, ""actual_duration_ms"": 114.779}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 44226.369, ""actual_onset_global_ms"": 44258.651, ""actual_offset_global_ms"": 48565.601, ""actual_duration_ms"": 4306.95}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 48565.601, ""actual_onset_global_ms"": 48598.063, ""actual_offset_global_ms"": 49204.568, ""actual_duration_ms"": 606.505}]",incorrect.wav,48580.866,600.0,49180.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0008,0008_T1_20260520_152501,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,4,10,practice,congruent,1779261901,60.0,2026-05-20T15:25:53.790,0,0,0,1,49192.431,49209.562,congruent,left,left,<<<<<,s,s,1,8828.101,58145.668,correct,0.0,49292.431,49317.567,58145.668,3000,8828.101,58745.668,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 49192.431, ""actual_onset_global_ms"": 49209.562, ""actual_offset_global_ms"": 49313.483, ""actual_duration_ms"": 103.921}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 49292.431, ""actual_onset_global_ms"": 49317.567, ""actual_offset_global_ms"": 58145.668, ""actual_duration_ms"": 8828.101}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 58145.668, ""actual_onset_global_ms"": 58181.115, ""actual_offset_global_ms"": 58795.067, ""actual_duration_ms"": 613.952}]",correct.wav,58165.106,600.0,58765.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
