participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,dccs_support_rule,dccs_error_type,dccs_dimension_highlight_used,dccs_demo_type,dccs_label_mode,dccs_post_support_rule_confusion,intended_trial_start_ms,actual_trial_start_ms,rule,cue_audio_file,cue_label,cue_audio_start_global_ms,cue_audio_expected_duration_ms,cue_audio_stop_global_ms,stimulus_color,stimulus_shape,stimulus_identity,correct_response_key,participant_response_key,response_correct,rt_ms,response_time_global_ms,trial_transition,previous_rule,current_rule,practice_pass_flag,cue_to_first_response_ms,feedback_type,feedback_audio_file,feedback_audio_start_global_ms,feedback_audio_expected_duration_ms,feedback_audio_stop_global_ms,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,stage_records_json,trigger_trial_index
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,1,1,practice,color,1779262414,957.492,2026-05-20T15:39:46.959,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,370798.218,370847.305,color,cue_color.wav,颜色,370909.415,500,371605.977,blue,rabbit,blue_rabbit,s,s,1,10123.3,383102.379,practice,,color,1.0,12193.178,correct,correct.wav,383107.227,150.0,383607.227,371398.218,372979.079,383102.379,3000,10123.3,383252.379,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 370798.218, ""actual_onset_global_ms"": 370847.305, ""actual_offset_global_ms"": 370901.295, ""actual_duration_ms"": 53.99}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 370898.218, ""actual_onset_global_ms"": 370909.201, ""actual_offset_global_ms"": 372976.744, ""actual_duration_ms"": 2067.543}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 371398.218, ""actual_onset_global_ms"": 372979.079, ""actual_offset_global_ms"": 383102.379, ""actual_duration_ms"": 10123.3}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 383102.379, ""actual_onset_global_ms"": 383114.514, ""actual_offset_global_ms"": 383261.705, ""actual_duration_ms"": 147.191}]",
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,2,2,practice,color,1779262414,957.492,2026-05-20T15:39:59.428,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,383267.517,383272.912,color,cue_color.wav,颜色,383376.472,500,384073.035,red,boat,red_boat,j,j,1,5270.824,390755.352,practice,,color,1.0,7379.119,correct,correct.wav,390758.473,150.0,391258.473,383867.517,385484.528,390755.352,3000,5270.824,390905.352,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 383267.517, ""actual_onset_global_ms"": 383272.912, ""actual_offset_global_ms"": 383372.671, ""actual_duration_ms"": 99.759}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 383367.517, ""actual_onset_global_ms"": 383376.233, ""actual_offset_global_ms"": 385481.131, ""actual_duration_ms"": 2104.898}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 383867.517, ""actual_onset_global_ms"": 385484.528, ""actual_offset_global_ms"": 390755.352, ""actual_duration_ms"": 5270.824}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 390755.352, ""actual_onset_global_ms"": 390762.377, ""actual_offset_global_ms"": 390911.692, ""actual_duration_ms"": 149.315}]",
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,3,3,practice,color,1779262414,957.492,2026-05-20T15:40:07.075,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,390914.27,390920.329,color,cue_color.wav,颜色,391022.471,500,391719.034,blue,boat,blue_boat,s,s,1,5066.524,398227.425,practice,,color,1.0,7205.145,correct,correct.wav,398230.4,150.0,398730.4,391514.27,393160.901,398227.425,3000,5066.524,398377.425,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 390914.27, ""actual_onset_global_ms"": 390920.329, ""actual_offset_global_ms"": 391016.628, ""actual_duration_ms"": 96.299}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 391014.27, ""actual_onset_global_ms"": 391022.28, ""actual_offset_global_ms"": 393157.943, ""actual_duration_ms"": 2135.663}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 391514.27, ""actual_onset_global_ms"": 393160.901, ""actual_offset_global_ms"": 398227.425, ""actual_duration_ms"": 5066.524}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 398227.425, ""actual_onset_global_ms"": 398234.409, ""actual_offset_global_ms"": 398383.632, ""actual_duration_ms"": 149.223}]",
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,4,4,practice,color,1779262414,957.492,2026-05-20T15:40:14.547,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,398386.901,398393.308,color,cue_color.wav,颜色,398495.965,500,399192.528,red,rabbit,red_rabbit,j,j,1,3913.22,404548.378,practice,,color,1.0,6052.605,correct,correct.wav,404551.52,150.0,405051.52,398986.901,400635.158,404548.378,3000,3913.22,404698.378,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 398386.901, ""actual_onset_global_ms"": 398393.308, ""actual_offset_global_ms"": 398492.115, ""actual_duration_ms"": 98.807}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 398486.901, ""actual_onset_global_ms"": 398495.773, ""actual_offset_global_ms"": 400632.175, ""actual_duration_ms"": 2136.402}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 398986.901, ""actual_onset_global_ms"": 400635.158, ""actual_offset_global_ms"": 404548.378, ""actual_duration_ms"": 3913.22}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 404548.378, ""actual_onset_global_ms"": 404555.912, ""actual_offset_global_ms"": 404703.707, ""actual_duration_ms"": 147.795}]",
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,5,5,practice,color,1779262414,957.492,2026-05-20T15:40:20.869,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,404708.258,404712.16,color,cue_color.wav,颜色,404817.047,500,405513.61,red,boat,red_boat,j,j,1,2179.758,409115.527,practice,,color,1.0,4298.68,correct,correct.wav,409116.656,150.0,409616.656,405308.258,406935.769,409115.527,3000,2179.758,409265.527,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 404708.258, ""actual_onset_global_ms"": 404712.16, ""actual_offset_global_ms"": 404812.616, ""actual_duration_ms"": 100.456}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 404808.258, ""actual_onset_global_ms"": 404816.847, ""actual_offset_global_ms"": 406933.047, ""actual_duration_ms"": 2116.2}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 405308.258, ""actual_onset_global_ms"": 406935.769, ""actual_offset_global_ms"": 409115.527, ""actual_duration_ms"": 2179.758}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 409115.527, ""actual_onset_global_ms"": 409120.882, ""actual_offset_global_ms"": 409270.437, ""actual_duration_ms"": 149.555}]",
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,6,6,practice,color,1779262414,957.492,2026-05-20T15:40:25.434,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,409273.277,409278.474,color,cue_color.wav,颜色,409381.18,500,410077.742,blue,rabbit,blue_rabbit,s,s,1,1598.312,413109.334,practice,,color,1.0,3728.347,correct,correct.wav,413112.628,150.0,413612.628,409873.277,411511.022,413109.334,3000,1598.312,413259.334,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 409273.277, ""actual_onset_global_ms"": 409278.474, ""actual_offset_global_ms"": 409375.235, ""actual_duration_ms"": 96.761}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 409373.277, ""actual_onset_global_ms"": 409380.987, ""actual_offset_global_ms"": 411508.613, ""actual_duration_ms"": 2127.626}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 409873.277, ""actual_onset_global_ms"": 411511.022, ""actual_offset_global_ms"": 413109.334, ""actual_duration_ms"": 1598.312}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 413109.334, ""actual_onset_global_ms"": 413116.635, ""actual_offset_global_ms"": 413266.796, ""actual_duration_ms"": 150.161}]",
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,1,7,practice,shape,1779262414,957.492,2026-05-20T15:40:30.934,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,414772.807,414779.697,shape,cue_shape.wav,形状,414884.954,500,415651.204,blue,rabbit,blue_rabbit,s,s,1,8910.85,426058.26,practice,,shape,1.0,11173.619,correct,correct.wav,426061.166,150.0,426561.166,415372.807,417147.41,426058.26,3000,8910.85,426208.26,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 414772.807, ""actual_onset_global_ms"": 414779.697, ""actual_offset_global_ms"": 414876.011, ""actual_duration_ms"": 96.314}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 414872.807, ""actual_onset_global_ms"": 414884.641, ""actual_offset_global_ms"": 417143.895, ""actual_duration_ms"": 2259.254}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 415372.807, ""actual_onset_global_ms"": 417147.41, ""actual_offset_global_ms"": 426058.26, ""actual_duration_ms"": 8910.85}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 426058.26, ""actual_onset_global_ms"": 426065.349, ""actual_offset_global_ms"": 426212.243, ""actual_duration_ms"": 146.894}]",
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,2,8,practice,shape,1779262414,957.492,2026-05-20T15:40:42.376,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,426216.288,426222.661,shape,cue_shape.wav,形状,426323.801,500,427090.051,red,boat,red_boat,j,j,1,4992.567,433553.969,practice,,shape,1.0,7230.358,correct,correct.wav,433556.045,150.0,434056.045,426816.288,428561.402,433553.969,3000,4992.567,433703.969,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 426216.288, ""actual_onset_global_ms"": 426222.661, ""actual_offset_global_ms"": 426318.03, ""actual_duration_ms"": 95.369}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 426316.288, ""actual_onset_global_ms"": 426323.611, ""actual_offset_global_ms"": 428558.59, ""actual_duration_ms"": 2234.979}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 426816.288, ""actual_onset_global_ms"": 428561.402, ""actual_offset_global_ms"": 433553.969, ""actual_duration_ms"": 4992.567}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 433553.969, ""actual_onset_global_ms"": 433560.305, ""actual_offset_global_ms"": 433708.903, ""actual_duration_ms"": 148.598}]",
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,3,9,practice,shape,1779262414,957.492,2026-05-20T15:40:49.872,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,433711.808,433716.537,shape,cue_shape.wav,形状,433820.358,500,434586.608,red,boat,red_boat,j,j,1,1857.96,437941.401,practice,,shape,1.0,4121.246,correct,correct.wav,437943.316,150.0,438443.316,434311.808,436083.441,437941.401,3000,1857.96,438091.401,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 433711.808, ""actual_onset_global_ms"": 433716.537, ""actual_offset_global_ms"": 433814.386, ""actual_duration_ms"": 97.849}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 433811.808, ""actual_onset_global_ms"": 433820.155, ""actual_offset_global_ms"": 436080.304, ""actual_duration_ms"": 2260.149}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 434311.808, ""actual_onset_global_ms"": 436083.441, ""actual_offset_global_ms"": 437941.401, ""actual_duration_ms"": 1857.96}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 437941.401, ""actual_onset_global_ms"": 437947.564, ""actual_offset_global_ms"": 438096.95, ""actual_duration_ms"": 149.386}]",
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,4,10,practice,shape,1779262414,957.492,2026-05-20T15:40:54.260,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,438099.592,438104.885,shape,cue_shape.wav,形状,438208.397,500,438974.647,blue,rabbit,blue_rabbit,s,s,1,1816.448,442261.37,practice,,shape,1.0,4053.175,correct,correct.wav,442262.407,150.0,442762.407,438699.592,440444.922,442261.37,3000,1816.448,442411.37,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 438099.592, ""actual_onset_global_ms"": 438104.885, ""actual_offset_global_ms"": 438202.689, ""actual_duration_ms"": 97.804}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 438199.592, ""actual_onset_global_ms"": 438208.195, ""actual_offset_global_ms"": 440441.929, ""actual_duration_ms"": 2233.734}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 438699.592, ""actual_onset_global_ms"": 440444.922, ""actual_offset_global_ms"": 442261.37, ""actual_duration_ms"": 1816.448}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 442261.37, ""actual_onset_global_ms"": 442266.829, ""actual_offset_global_ms"": 442416.242, ""actual_duration_ms"": 149.413}]",
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,5,11,practice,shape,1779262414,957.492,2026-05-20T15:40:58.580,0,0,0,1,0,none,criterion_not_reached,11.0,1,1,brief_rule_prompt,900.0,0,0,0,shape,criterion_not_reached,0,light_rule_prompt,dimension_only,0,442419.453,442425.177,shape,cue_shape.wav,形状,442528.109,500,443294.359,blue,boat,blue_boat,j,s,0,2647.785,447427.382,practice,,shape,1.0,4899.529,incorrect,incorrect.wav,447428.179,150.0,447928.179,443019.453,444779.597,447427.382,3000,2647.785,447577.382,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 442419.453, ""actual_onset_global_ms"": 442425.177, ""actual_offset_global_ms"": 442523.814, ""actual_duration_ms"": 98.637}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 442519.453, ""actual_onset_global_ms"": 442527.853, ""actual_offset_global_ms"": 444776.832, ""actual_duration_ms"": 2248.979}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 443019.453, ""actual_onset_global_ms"": 444779.597, ""actual_offset_global_ms"": 447427.382, ""actual_duration_ms"": 2647.785}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 447427.382, ""actual_onset_global_ms"": 447434.856, ""actual_offset_global_ms"": 447579.516, ""actual_duration_ms"": 144.66}]",11.0
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,6,12,practice,shape,1779262414,957.492,2026-05-20T15:41:04.655,0,0,0,1,0,none,criterion_not_reached,11.0,1,1,brief_rule_prompt,900.0,1,1,0,shape,criterion_not_reached,0,light_rule_prompt,dimension_only,0,448494.067,448498.227,shape,cue_shape.wav,形状,448601.989,500,449368.239,red,rabbit,red_rabbit,s,s,1,9213.686,460057.412,practice,,shape,1.0,11455.613,correct,correct.wav,460059.791,150.0,460559.791,449094.067,450843.726,460057.412,3000,9213.686,460207.412,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 448494.067, ""actual_onset_global_ms"": 448498.227, ""actual_offset_global_ms"": 448596.401, ""actual_duration_ms"": 98.174}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 448594.067, ""actual_onset_global_ms"": 448601.799, ""actual_offset_global_ms"": 450840.552, ""actual_duration_ms"": 2238.753}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 449094.067, ""actual_onset_global_ms"": 450843.726, ""actual_offset_global_ms"": 460057.412, ""actual_duration_ms"": 9213.686}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 460057.412, ""actual_onset_global_ms"": 460063.845, ""actual_offset_global_ms"": 460214.739, ""actual_duration_ms"": 150.894}]",11.0
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,1,13,formal,shape,1779262414,957.492,2026-05-20T15:41:20.436,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,464275.815,464281.604,shape,cue_shape.wav,形状,464384.503,500,465150.753,red,boat,red_boat,j,j,1,4253.827,470871.281,first,,shape,,6486.977,none,,,,,464875.815,466617.454,470871.281,3000,4253.827,470871.281,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 464275.815, ""actual_onset_global_ms"": 464281.604, ""actual_offset_global_ms"": 464378.847, ""actual_duration_ms"": 97.243}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 464375.815, ""actual_onset_global_ms"": 464384.304, ""actual_offset_global_ms"": 466614.475, ""actual_duration_ms"": 2230.171}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 464875.815, ""actual_onset_global_ms"": 466617.454, ""actual_offset_global_ms"": 470871.281, ""actual_duration_ms"": 4253.827}]",
36,36_T1_20260520_153334,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,2,14,formal,shape,1779262414,957.492,2026-05-20T15:41:27.038,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,470877.663,470882.139,shape,cue_shape.wav,形状,470985.394,500,471751.644,blue,rabbit,blue_rabbit,s,s,1,1629.317,474856.17,repeat,shape,shape,,3870.967,none,,,,,471477.663,473226.853,474856.17,3000,1629.317,474856.17,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 470877.663, ""actual_onset_global_ms"": 470882.139, ""actual_offset_global_ms"": 470979.501, ""actual_duration_ms"": 97.362}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 470977.663, ""actual_onset_global_ms"": 470985.203, ""actual_offset_global_ms"": 473223.942, ""actual_duration_ms"": 2238.739}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 471477.663, ""actual_onset_global_ms"": 473226.853, ""actual_offset_global_ms"": 474856.17, ""actual_duration_ms"": 1629.317}]",
