participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,intended_trial_start_ms,actual_trial_start_ms,condition,target_direction,flankers_direction,array_pattern_text,correct_response_key,participant_response_key,response_correct,rt_ms,response_time_global_ms,feedback_type,practice_pass_flag,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,stage_records_json,feedback_audio_file,feedback_audio_start_global_ms,feedback_audio_expected_duration_ms,feedback_audio_stop_global_ms,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,dccs_support_rule,dccs_error_type,dccs_dimension_highlight_used,dccs_demo_type,dccs_label_mode,dccs_post_support_rule_confusion,rule,cue_audio_file,cue_label,cue_audio_start_global_ms,cue_audio_expected_duration_ms,cue_audio_stop_global_ms,stimulus_color,stimulus_shape,stimulus_identity,trial_transition,previous_rule,current_rule,cue_to_first_response_ms,digit_support_target,digit_transform_demo_used,digit_keypad_demo_used,digit_hesitation_prompt_used,digit_post_support_span_success,span_length,trial_index_within_span,span_round,presented_sequence,correct_backward_sequence,participant_input_sequence,participant_input_string,input_method,first_key_latency_ms,response_complete_time_ms,accuracy,omission_input,delete_count,clear_count,click_count,inter_key_intervals_ms,adaptive_decision,digits_audio_onsets_ms,digits_audio_files,digits_audio_events_json,repeated_audio_once_in_practice,termination_reason,terminal_span_length,set_size,trial_type,probe_index,probe_position_xy,item_positions,item_colors_memory,item_colors_test,probe_original_color,probe_test_color,response_key,response_label,layout_generation_attempts,overlap_check_passed
017,017_T1_20260425_151123,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,1,1,practice,practice_single,1777101083,60.037,2026-04-25T15:11:55.521,0,0,0,1,24943.082,24990.892,practice_single,left,none,<,s,s,1,1810.31,26892.895,correct,,25043.082,25082.585,26892.895,3000,1810.31,27492.895,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 24943.082, ""actual_onset_global_ms"": 24990.892, ""actual_offset_global_ms"": 25071.903, ""actual_duration_ms"": 81.011}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 25043.082, ""actual_onset_global_ms"": 25082.585, ""actual_offset_global_ms"": 26892.895, ""actual_duration_ms"": 1810.31}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 26892.895, ""actual_onset_global_ms"": 26960.771, ""actual_offset_global_ms"": 27555.502, ""actual_duration_ms"": 594.731}]",correct.wav,26932.398,600.0,27532.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017,017_T1_20260425_151123,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,2,2,practice,practice_single,1777101083,60.037,2026-04-25T15:11:58.125,0,0,0,1,27547.126,27565.893,practice_single,right,none,>,j,j,1,1346.417,29020.64,correct,,27647.126,27674.223,29020.64,3000,1346.417,29620.64,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 27547.126, ""actual_onset_global_ms"": 27565.893, ""actual_offset_global_ms"": 27673.177, ""actual_duration_ms"": 107.284}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 27647.126, ""actual_onset_global_ms"": 27674.223, ""actual_offset_global_ms"": 29020.64, ""actual_duration_ms"": 1346.417}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 29020.64, ""actual_onset_global_ms"": 29040.595, ""actual_offset_global_ms"": 29654.991, ""actual_duration_ms"": 614.396}]",correct.wav,29023.826,600.0,29623.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017,017_T1_20260425_151123,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,3,3,practice,practice_single,1777101083,60.037,2026-04-25T15:12:00.223,0,0,0,1,29645.718,29674.513,practice_single,left,none,<,s,s,1,1385.271,31158.475,correct,,29745.718,29773.204,31158.475,3000,1385.271,31758.475,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 29645.718, ""actual_onset_global_ms"": 29674.513, ""actual_offset_global_ms"": 29772.906, ""actual_duration_ms"": 98.393}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 29745.718, ""actual_onset_global_ms"": 29773.204, ""actual_offset_global_ms"": 31158.475, ""actual_duration_ms"": 1385.271}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 31158.475, ""actual_onset_global_ms"": 31189.513, ""actual_offset_global_ms"": 31805.195, ""actual_duration_ms"": 615.682}]",correct.wav,31173.29,600.0,31773.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017,017_T1_20260425_151123,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,4,4,practice,practice_single,1777101083,60.037,2026-04-25T15:12:02.374,0,0,0,1,31796.587,31814.302,practice_single,right,none,>,j,j,1,1423.589,33347.171,correct,,31896.587,31923.582,33347.171,3000,1423.589,33947.171,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 31796.587, ""actual_onset_global_ms"": 31814.302, ""actual_offset_global_ms"": 31922.125, ""actual_duration_ms"": 107.823}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 31896.587, ""actual_onset_global_ms"": 31923.582, ""actual_offset_global_ms"": 33347.171, ""actual_duration_ms"": 1423.589}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 33347.171, ""actual_onset_global_ms"": 33373.229, ""actual_offset_global_ms"": 33973.872, ""actual_duration_ms"": 600.643}]",correct.wav,33357.163,600.0,33957.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017,017_T1_20260425_151123,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,5,5,practice,practice_single,1777101083,60.037,2026-04-25T15:12:04.543,0,0,0,1,33964.666,33985.91,practice_single,left,none,<,s,s,1,1193.328,35285.631,correct,,34064.666,34092.303,35285.631,3000,1193.328,35885.631,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 33964.666, ""actual_onset_global_ms"": 33985.91, ""actual_offset_global_ms"": 34091.003, ""actual_duration_ms"": 105.093}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 34064.666, ""actual_onset_global_ms"": 34092.303, ""actual_offset_global_ms"": 35285.631, ""actual_duration_ms"": 1193.328}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 35285.631, ""actual_onset_global_ms"": 35310.107, ""actual_offset_global_ms"": 35924.632, ""actual_duration_ms"": 614.525}]",correct.wav,35294.088,600.0,35894.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017,017_T1_20260425_151123,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,6,6,practice,practice_single,1777101083,60.037,2026-04-25T15:12:06.493,0,0,0,1,35915.34,35933.299,practice_single,right,none,>,j,j,1,1487.613,37528.223,correct,,36015.34,36040.61,37528.223,3000,1487.613,38128.223,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 35915.34, ""actual_onset_global_ms"": 35933.299, ""actual_offset_global_ms"": 36039.54, ""actual_duration_ms"": 106.241}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 36015.34, ""actual_onset_global_ms"": 36040.61, ""actual_offset_global_ms"": 37528.223, ""actual_duration_ms"": 1487.613}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 37528.223, ""actual_onset_global_ms"": 37551.681, ""actual_offset_global_ms"": 38165.664, ""actual_duration_ms"": 613.983}]",correct.wav,37537.53,600.0,38137.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017,017_T1_20260425_151123,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,1,7,practice,incongruent,1777101083,60.037,2026-04-25T15:12:10.381,0,0,0,1,39803.337,39823.381,incongruent,left,right,>><>>,s,s,1,5159.105,45093.121,correct,1.0,39903.337,39934.016,45093.121,3000,5159.105,45693.121,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 39803.337, ""actual_onset_global_ms"": 39823.381, ""actual_offset_global_ms"": 39930.919, ""actual_duration_ms"": 107.538}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 39903.337, ""actual_onset_global_ms"": 39934.016, ""actual_offset_global_ms"": 45093.121, ""actual_duration_ms"": 5159.105}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 45093.121, ""actual_onset_global_ms"": 45126.03, ""actual_offset_global_ms"": 45738.768, ""actual_duration_ms"": 612.738}]",correct.wav,45109.38,600.0,45709.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017,017_T1_20260425_151123,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,2,8,practice,incongruent,1777101083,60.037,2026-04-25T15:12:16.308,0,0,0,1,45730.559,45753.575,incongruent,right,left,<<><<,j,j,1,2362.07,48220.452,correct,1.0,45830.559,45858.382,48220.452,3000,2362.07,48820.452,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 45730.559, ""actual_onset_global_ms"": 45753.575, ""actual_offset_global_ms"": 45855.075, ""actual_duration_ms"": 101.5}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 45830.559, ""actual_onset_global_ms"": 45858.382, ""actual_offset_global_ms"": 48220.452, ""actual_duration_ms"": 2362.07}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 48220.452, ""actual_onset_global_ms"": 48243.125, ""actual_offset_global_ms"": 48855.595, ""actual_duration_ms"": 612.47}]",correct.wav,48226.609,600.0,48826.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017,017_T1_20260425_151123,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,3,9,practice,congruent,1777101083,60.037,2026-04-25T15:12:19.424,0,0,0,1,48847.148,48864.129,congruent,left,left,<<<<<,s,s,1,2157.66,51128.684,correct,1.0,48947.148,48971.024,51128.684,3000,2157.66,51728.684,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 48847.148, ""actual_onset_global_ms"": 48864.129, ""actual_offset_global_ms"": 48969.714, ""actual_duration_ms"": 105.585}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 48947.148, ""actual_onset_global_ms"": 48971.024, ""actual_offset_global_ms"": 51128.684, ""actual_duration_ms"": 2157.66}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 51128.684, ""actual_onset_global_ms"": 51158.569, ""actual_offset_global_ms"": 51771.438, ""actual_duration_ms"": 612.869}]",correct.wav,51141.266,600.0,51741.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017,017_T1_20260425_151123,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,4,10,practice,congruent,1777101083,60.037,2026-04-25T15:12:22.337,0,0,0,1,51759.268,51776.982,congruent,left,left,<<<<<,s,s,1,2002.072,53896.258,correct,1.0,51859.268,51894.186,53896.258,3000,2002.072,54496.258,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 51759.268, ""actual_onset_global_ms"": 51776.982, ""actual_offset_global_ms"": 51890.786, ""actual_duration_ms"": 113.804}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 51859.268, ""actual_onset_global_ms"": 51894.186, ""actual_offset_global_ms"": 53896.258, ""actual_duration_ms"": 2002.072}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 53896.258, ""actual_onset_global_ms"": 53923.637, ""actual_offset_global_ms"": 54538.231, ""actual_duration_ms"": 614.594}]",correct.wav,53908.518,600.0,54508.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
