participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,dccs_support_rule,dccs_error_type,dccs_dimension_highlight_used,dccs_demo_type,dccs_label_mode,dccs_post_support_rule_confusion,intended_trial_start_ms,actual_trial_start_ms,rule,cue_audio_file,cue_label,cue_audio_start_global_ms,cue_audio_expected_duration_ms,cue_audio_stop_global_ms,stimulus_color,stimulus_shape,stimulus_identity,correct_response_key,participant_response_key,response_correct,rt_ms,response_time_global_ms,trial_transition,previous_rule,current_rule,practice_pass_flag,cue_to_first_response_ms,feedback_type,feedback_audio_file,feedback_audio_start_global_ms,feedback_audio_expected_duration_ms,feedback_audio_stop_global_ms,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,stage_records_json
014,014_T1_20260423_165349,PCPA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,1,1,practice,color,1776934429,59.865,2026-04-23T16:56:23.842,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,147357.247,147481.229,color,cue_color.wav,颜色,147511.701,500,148208.264,red,boat,red_boat,j,j,1,3290.015,151423.942,practice,,color,1.0,3912.584,correct,correct.wav,151431.113,150.0,151931.113,147957.247,148133.927,151423.942,3000,3290.015,151573.942,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 147357.247, ""actual_onset_global_ms"": 147481.229, ""actual_offset_global_ms"": 147497.933, ""actual_duration_ms"": 16.704}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 147457.247, ""actual_onset_global_ms"": 147511.358, ""actual_offset_global_ms"": 148130.201, ""actual_duration_ms"": 618.843}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 147957.247, ""actual_onset_global_ms"": 148133.927, ""actual_offset_global_ms"": 151423.942, ""actual_duration_ms"": 3290.015}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 151423.942, ""actual_onset_global_ms"": 151467.149, ""actual_offset_global_ms"": 151607.766, ""actual_duration_ms"": 140.617}]"
014,014_T1_20260423_165349,PCPA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,2,2,practice,color,1776934429,59.865,2026-04-23T16:56:28.086,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,151600.572,151618.028,color,cue_color.wav,颜色,151738.092,500,152434.655,blue,rabbit,blue_rabbit,s,s,1,2060.548,154422.167,practice,,color,1.0,2684.443,correct,correct.wav,154444.748,150.0,154944.748,152200.572,152361.619,154422.167,3000,2060.548,154572.167,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 151600.572, ""actual_onset_global_ms"": 151618.028, ""actual_offset_global_ms"": 151733.118, ""actual_duration_ms"": 115.09}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 151700.572, ""actual_onset_global_ms"": 151737.724, ""actual_offset_global_ms"": 152359.548, ""actual_duration_ms"": 621.824}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 152200.572, ""actual_onset_global_ms"": 152361.619, ""actual_offset_global_ms"": 154422.167, ""actual_duration_ms"": 2060.548}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 154422.167, ""actual_onset_global_ms"": 154463.5, ""actual_offset_global_ms"": 154626.291, ""actual_duration_ms"": 162.791}]"
014,014_T1_20260423_165349,PCPA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,3,3,practice,color,1776934429,59.865,2026-04-23T16:56:31.106,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,154620.772,154650.847,color,cue_color.wav,颜色,154761.946,500,155458.508,red,boat,red_boat,j,j,1,1050.812,156464.451,practice,,color,1.0,1703.067,correct,correct.wav,156483.122,150.0,156983.122,155220.772,155413.639,156464.451,3000,1050.812,156614.451,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 154620.772, ""actual_onset_global_ms"": 154650.847, ""actual_offset_global_ms"": 154754.817, ""actual_duration_ms"": 103.97}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 154720.772, ""actual_onset_global_ms"": 154761.384, ""actual_offset_global_ms"": 155408.249, ""actual_duration_ms"": 646.865}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 155220.772, ""actual_onset_global_ms"": 155413.639, ""actual_offset_global_ms"": 156464.451, ""actual_duration_ms"": 1050.812}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 156464.451, ""actual_onset_global_ms"": 156503.774, ""actual_offset_global_ms"": 156666.54, ""actual_duration_ms"": 162.766}]"
014,014_T1_20260423_165349,PCPA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,4,4,practice,color,1776934429,59.865,2026-04-23T16:56:33.142,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,156658.062,156685.307,color,cue_color.wav,颜色,156781.372,500,157477.935,blue,rabbit,blue_rabbit,s,s,1,1118.845,158542.981,practice,,color,1.0,1761.999,correct,correct.wav,158549.261,150.0,159049.261,157258.062,157424.136,158542.981,3000,1118.845,158692.981,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 156658.062, ""actual_onset_global_ms"": 156685.307, ""actual_offset_global_ms"": 156777.501, ""actual_duration_ms"": 92.194}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 156758.062, ""actual_onset_global_ms"": 156780.982, ""actual_offset_global_ms"": 157421.63, ""actual_duration_ms"": 640.648}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 157258.062, ""actual_onset_global_ms"": 157424.136, ""actual_offset_global_ms"": 158542.981, ""actual_duration_ms"": 1118.845}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 158542.981, ""actual_onset_global_ms"": 158570.26, ""actual_offset_global_ms"": 158720.027, ""actual_duration_ms"": 149.767}]"
014,014_T1_20260423_165349,PCPA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,5,5,practice,color,1776934429,59.865,2026-04-23T16:56:35.201,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,158715.341,158739.763,color,cue_color.wav,颜色,158850.654,500,159547.217,red,rabbit,red_rabbit,j,j,1,802.994,160300.833,practice,,color,1.0,1450.737,correct,correct.wav,160311.566,150.0,160811.566,159315.341,159497.839,160300.833,3000,802.994,160450.833,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 158715.341, ""actual_onset_global_ms"": 158739.763, ""actual_offset_global_ms"": 158843.273, ""actual_duration_ms"": 103.51}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 158815.341, ""actual_onset_global_ms"": 158850.096, ""actual_offset_global_ms"": 159496.507, ""actual_duration_ms"": 646.411}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 159315.341, ""actual_onset_global_ms"": 159497.839, ""actual_offset_global_ms"": 160300.833, ""actual_duration_ms"": 802.994}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 160300.833, ""actual_onset_global_ms"": 160330.507, ""actual_offset_global_ms"": 160501.102, ""actual_duration_ms"": 170.595}]"
014,014_T1_20260423_165349,PCPA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,6,6,practice,color,1776934429,59.865,2026-04-23T16:56:36.982,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,160496.499,160527.103,color,cue_color.wav,颜色,160642.634,500,161339.196,blue,boat,blue_boat,s,s,1,819.756,162141.097,practice,,color,1.0,1499.273,correct,correct.wav,162150.385,150.0,162650.385,161096.499,161321.341,162141.097,3000,819.756,162291.097,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 160496.499, ""actual_onset_global_ms"": 160527.103, ""actual_offset_global_ms"": 160636.406, ""actual_duration_ms"": 109.303}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 160596.499, ""actual_onset_global_ms"": 160641.824, ""actual_offset_global_ms"": 161318.926, ""actual_duration_ms"": 677.102}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 161096.499, ""actual_onset_global_ms"": 161321.341, ""actual_offset_global_ms"": 162141.097, ""actual_duration_ms"": 819.756}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 162141.097, ""actual_onset_global_ms"": 162185.37, ""actual_offset_global_ms"": 162320.731, ""actual_duration_ms"": 135.361}]"
014,014_T1_20260423_165349,PCPA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,1,7,practice,shape,1776934429,59.865,2026-04-23T16:56:41.117,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,164631.51,164654.705,shape,cue_shape.wav,形状,164775.592,500,165541.842,red,rabbit,red_rabbit,s,s,1,2208.295,167631.765,practice,,shape,1.0,2857.592,correct,correct.wav,167655.889,150.0,168155.889,165231.51,165423.47,167631.765,3000,2208.295,167781.765,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 164631.51, ""actual_onset_global_ms"": 164654.705, ""actual_offset_global_ms"": 164762.07, ""actual_duration_ms"": 107.365}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 164731.51, ""actual_onset_global_ms"": 164774.173, ""actual_offset_global_ms"": 165420.744, ""actual_duration_ms"": 646.571}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 165231.51, ""actual_onset_global_ms"": 165423.47, ""actual_offset_global_ms"": 167631.765, ""actual_duration_ms"": 2208.295}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 167631.765, ""actual_onset_global_ms"": 167681.424, ""actual_offset_global_ms"": 167837.478, ""actual_duration_ms"": 156.054}]"
014,014_T1_20260423_165349,PCPA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,2,8,practice,shape,1776934429,59.865,2026-04-23T16:56:44.315,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,167829.48,167858.102,shape,cue_shape.wav,形状,167969.816,500,168736.066,red,boat,red_boat,j,j,1,1164.215,169794.632,practice,,shape,1.0,1825.249,correct,correct.wav,169810.461,150.0,170310.461,168429.48,168630.417,169794.632,3000,1164.215,169944.632,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 167829.48, ""actual_onset_global_ms"": 167858.102, ""actual_offset_global_ms"": 167962.586, ""actual_duration_ms"": 104.484}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 167929.48, ""actual_onset_global_ms"": 167969.383, ""actual_offset_global_ms"": 168625.532, ""actual_duration_ms"": 656.149}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 168429.48, ""actual_onset_global_ms"": 168630.417, ""actual_offset_global_ms"": 169794.632, ""actual_duration_ms"": 1164.215}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 169794.632, ""actual_onset_global_ms"": 169839.385, ""actual_offset_global_ms"": 169987.007, ""actual_duration_ms"": 147.622}]"
014,014_T1_20260423_165349,PCPA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,3,9,practice,shape,1776934429,59.865,2026-04-23T16:56:46.468,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,169982.829,170007.315,shape,cue_shape.wav,形状,170111.689,500,170877.939,blue,boat,blue_boat,j,j,1,751.99,171547.611,practice,,shape,1.0,1436.603,correct,correct.wav,171558.06,150.0,172058.06,170582.829,170795.621,171547.611,3000,751.99,171697.611,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 169982.829, ""actual_onset_global_ms"": 170007.315, ""actual_offset_global_ms"": 170104.715, ""actual_duration_ms"": 97.4}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 170082.829, ""actual_onset_global_ms"": 170111.008, ""actual_offset_global_ms"": 170791.269, ""actual_duration_ms"": 680.261}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 170582.829, ""actual_onset_global_ms"": 170795.621, ""actual_offset_global_ms"": 171547.611, ""actual_duration_ms"": 751.99}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 171547.611, ""actual_onset_global_ms"": 171578.646, ""actual_offset_global_ms"": 171738.625, ""actual_duration_ms"": 159.979}]"
014,014_T1_20260423_165349,PCPA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,4,10,practice,shape,1776934429,59.865,2026-04-23T16:56:48.220,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,171734.529,171762.628,shape,cue_shape.wav,形状,171872.232,500,172638.482,blue,rabbit,blue_rabbit,s,s,1,738.211,173262.473,practice,,shape,1.0,1390.692,correct,correct.wav,173263.521,150.0,173763.521,172334.529,172524.262,173262.473,3000,738.211,173412.473,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 171734.529, ""actual_onset_global_ms"": 171762.628, ""actual_offset_global_ms"": 171865.771, ""actual_duration_ms"": 103.143}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 171834.529, ""actual_onset_global_ms"": 171871.781, ""actual_offset_global_ms"": 172520.738, ""actual_duration_ms"": 648.957}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 172334.529, ""actual_onset_global_ms"": 172524.262, ""actual_offset_global_ms"": 173262.473, ""actual_duration_ms"": 738.211}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 173262.473, ""actual_onset_global_ms"": 173284.027, ""actual_offset_global_ms"": 173438.075, ""actual_duration_ms"": 154.048}]"
