global_time_ms,event_type,task_name,block_name,trial_index_global,participant_id,group,timepoint,practice_layer,telemetry_version,block_type,event_value,prompt_level,support_level,support_rule,support_trigger_reason,rule_block_error_count,support_phase,support_faded_after_trial,error_type,message
6172.438,task_start,flanker,,,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,flanker_task_start
39775.603,timing_drift,flanker,practice_single,1,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-28.894 ms
72164.589,timing_drift,flanker,practice_full,7,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,feedback drift=-24.011 ms
76875.965,timing_drift,flanker,practice_full,8,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,feedback drift=-10.090 ms
77006.039,timing_drift,flanker,practice_full,9,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-9.706 ms
163048.764,task_end,flanker,formal_block_2,52,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,flanker_finished
164927.799,task_start,dccs,,,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,dccs_task_start
168894.787,timing_drift,dccs,pre_switch_practice,1,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-94.365 ms
201230.467,timing_drift,dccs,pre_switch_practice,1,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,feedback drift=-11.581 ms
238092.348,timing_drift,dccs,post_switch_practice,7,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-11.738 ms
246327.75,timing_drift,dccs,post_switch_practice,8,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-9.019 ms
259911.011,timing_drift,dccs,post_switch_practice,11,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,feedback drift=-10.030 ms
267104.417,timing_drift,dccs,mixed_formal,13,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-10.308 ms
271033.593,timing_drift,dccs,mixed_formal,14,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-9.829 ms
274512.642,timing_drift,dccs,mixed_formal,15,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-9.548 ms
284084.807,timing_drift,dccs,mixed_formal,18,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-10.041 ms
299041.184,timing_drift,dccs,mixed_formal,22,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-11.674 ms
319048.724,timing_drift,dccs,mixed_formal,28,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-11.762 ms
325493.209,timing_drift,dccs,mixed_formal,30,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-10.068 ms
330869.286,timing_drift,dccs,mixed_formal,32,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-10.524 ms
337350.94,timing_drift,dccs,mixed_formal,34,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-11.134 ms
353429.553,timing_drift,dccs,mixed_formal,39,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-11.812 ms
362471.859,timing_drift,dccs,mixed_formal,41,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-10.244 ms
366327.555,timing_drift,dccs,mixed_formal,42,008,PCPA,T1,adaptive,telemetry_v4,,,,,,,,,,,fixation drift=-8.527 ms
