participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,digit_support_target,digit_transform_demo_used,digit_keypad_demo_used,digit_hesitation_prompt_used,digit_post_support_span_success,intended_trial_start_ms,actual_trial_start_ms,span_length,trial_index_within_span,span_round,presented_sequence,correct_backward_sequence,participant_input_sequence,participant_input_string,input_method,first_key_latency_ms,response_complete_time_ms,accuracy,response_correct,omission_input,delete_count,clear_count,click_count,inter_key_intervals_ms,adaptive_decision,digits_audio_onsets_ms,digits_audio_files,digits_audio_events_json,rt_ms,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,repeated_audio_once_in_practice,stage_records_json,trigger_trial_index,termination_reason,terminal_span_length
014,014_T1_20260518_152756,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,1,1,practice,span_2,1779089276,60.022,2026-05-18T15:34:22.597,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,378731.412,378903.347,2,1,1,"[4, 5]","[""5"", ""4""]","[""5"", ""4""]",54,onscreen_mouse,25727.997,31229.263,1,1,0,1,0,5,"[2453.474, 635.834]",,"[378907.538, 379992.111]","[""digit_4.wav"", ""digit_5.wav""]","[{""audio_file"": ""digit_4.wav"", ""audio_start_global_ms"": 378907.538, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 379407.538}, {""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 379992.111, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 380492.111}]",,378831.412,378907.538,412398.755,2000,33491.217,412398.755,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 378731.412, ""actual_onset_global_ms"": 378903.347, ""actual_offset_global_ms"": 378920.008, ""actual_duration_ms"": 16.661}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 378831.412, ""actual_onset_global_ms"": 378907.538, ""actual_offset_global_ms"": 380492.111, ""actual_duration_ms"": 1584.573}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 380492.111, ""actual_onset_global_ms"": 380622.186, ""actual_offset_global_ms"": 381112.029, ""actual_duration_ms"": 489.843}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 381112.029, ""actual_onset_global_ms"": 381169.3, ""actual_offset_global_ms"": 412398.755, ""actual_duration_ms"": 31229.455}]",,,
014,014_T1_20260518_152756,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,2,2,practice,span_2,1779089276,60.022,2026-05-18T15:34:56.271,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,412406.47,412545.009,2,2,1,"[7, 3]","[""3"", ""7""]","[""3"", ""7""]",37,onscreen_mouse,34165.404,52018.087,1,1,0,0,0,3,[7709.326],,"[412548.094, 413583.068]","[""digit_7.wav"", ""digit_3.wav""]","[{""audio_file"": ""digit_7.wav"", ""audio_start_global_ms"": 412548.094, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 413048.094}, {""audio_file"": ""digit_3.wav"", ""audio_start_global_ms"": 413583.068, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 414083.068}]",,412506.47,412548.094,466672.687,2000,54124.593,466672.687,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 412406.47, ""actual_onset_global_ms"": 412545.009, ""actual_offset_global_ms"": 412561.67, ""actual_duration_ms"": 16.661}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 412506.47, ""actual_onset_global_ms"": 412548.094, ""actual_offset_global_ms"": 414083.068, ""actual_duration_ms"": 1534.974}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 414083.068, ""actual_onset_global_ms"": 414131.071, ""actual_offset_global_ms"": 414645.264, ""actual_duration_ms"": 514.193}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 414645.264, ""actual_onset_global_ms"": 414654.131, ""actual_offset_global_ms"": 466672.687, ""actual_duration_ms"": 52018.556}]",,,
014,014_T1_20260518_152756,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,3,3,practice,span_2,1779089276,60.022,2026-05-18T15:35:50.544,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,466679.427,466845.101,2,3,1,"[1, 6]","[""6"", ""1""]","[""6"", ""1""]",61,onscreen_mouse,18350.063,36073.902,1,1,0,0,0,3,[5052.88],,"[466848.98, 467848.997]","[""digit_1.wav"", ""digit_6.wav""]","[{""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 466848.98, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 467348.98}, {""audio_file"": ""digit_6.wav"", ""audio_start_global_ms"": 467848.997, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 468348.997}]",,466779.427,466848.98,505008.177,2000,38159.197,505008.177,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 466679.427, ""actual_onset_global_ms"": 466845.101, ""actual_offset_global_ms"": 466861.762, ""actual_duration_ms"": 16.661}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 466779.427, ""actual_onset_global_ms"": 466848.98, ""actual_offset_global_ms"": 468348.997, ""actual_duration_ms"": 1500.017}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 468348.997, ""actual_onset_global_ms"": 468428.634, ""actual_offset_global_ms"": 468926.088, ""actual_duration_ms"": 497.454}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 468926.088, ""actual_onset_global_ms"": 468934.103, ""actual_offset_global_ms"": 505008.177, ""actual_duration_ms"": 36074.074}]",,,
014,014_T1_20260518_152756,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,4,4,practice,span_2,1779089276,60.022,2026-05-18T15:36:28.880,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,505015.24,505162.215,2,4,1,"[8, 5]","[""5"", ""8""]","[""5"", ""8""]",58,onscreen_mouse,8928.42,13672.122,1,1,0,0,0,3,[2043.646],,"[505166.237, 506203.281]","[""digit_8.wav"", ""digit_5.wav""]","[{""audio_file"": ""digit_8.wav"", ""audio_start_global_ms"": 505166.237, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 505666.237}, {""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 506203.281, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 506703.281}]",,505115.24,505166.237,520987.497,2000,15821.26,520987.497,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 505015.24, ""actual_onset_global_ms"": 505162.215, ""actual_offset_global_ms"": 505178.876, ""actual_duration_ms"": 16.661}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 505115.24, ""actual_onset_global_ms"": 505166.237, ""actual_offset_global_ms"": 506703.281, ""actual_duration_ms"": 1537.044}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 506703.281, ""actual_onset_global_ms"": 506793.54, ""actual_offset_global_ms"": 507306.503, ""actual_duration_ms"": 512.963}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 507306.503, ""actual_onset_global_ms"": 507315.27, ""actual_offset_global_ms"": 520987.497, ""actual_duration_ms"": 13672.227}]",,,
014,014_T1_20260518_152756,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,5,5,practice,span_2,1779089276,60.022,2026-05-18T15:36:44.859,0,0,0,1,0,none,digit_order_error,5.0,1,1,brief_rule_prompt,900.0,0,0,0,sequence_transformation,0,0,0,0,520994.004,521294.284,2,5,1,"[6, 5]","[""5"", ""6""]","[""6"", ""5""]",65,onscreen_mouse,9531.06,13412.977,0,0,0,0,0,3,[2323.365],,"[521298.359, 522337.347]","[""digit_6.wav"", ""digit_5.wav""]","[{""audio_file"": ""digit_6.wav"", ""audio_start_global_ms"": 521298.359, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 521798.359}, {""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 522337.347, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 522837.347}]",,521094.004,521298.359,536810.87,2000,15512.511,536810.87,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 520994.004, ""actual_onset_global_ms"": 521294.284, ""actual_offset_global_ms"": 521310.945, ""actual_duration_ms"": 16.661}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 521094.004, ""actual_onset_global_ms"": 521298.359, ""actual_offset_global_ms"": 522837.347, ""actual_duration_ms"": 1538.988}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 522837.347, ""actual_onset_global_ms"": 522883.117, ""actual_offset_global_ms"": 523393.579, ""actual_duration_ms"": 510.462}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 523393.579, ""actual_onset_global_ms"": 523397.681, ""actual_offset_global_ms"": 536810.87, ""actual_duration_ms"": 13413.189}]",5.0,,
014,014_T1_20260518_152756,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,practice_digitspan,practice,1,6,6,practice,span_2,1779089276,60.022,2026-05-18T15:37:02.012,0,0,0,1,0,none,digit_order_error,5.0,1,1,brief_rule_prompt,900.0,0,1,0,sequence_transformation,0,0,0,1,538146.503,538321.749,2,6,1,"[1, 5]","[""5"", ""1""]","[""5"", ""1""]",51,onscreen_mouse,20620.947,26096.45,1,1,0,0,0,3,[3060.028],,"[538326.484, 539417.609]","[""digit_1.wav"", ""digit_5.wav""]","[{""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 538326.484, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 538826.484}, {""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 539417.609, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 539917.609}]",,538246.503,538326.484,566618.056,2000,28291.572,566618.056,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 538146.503, ""actual_onset_global_ms"": 538321.749, ""actual_offset_global_ms"": 538338.41, ""actual_duration_ms"": 16.661}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 538246.503, ""actual_onset_global_ms"": 538326.484, ""actual_offset_global_ms"": 539917.609, ""actual_duration_ms"": 1591.125}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 539917.609, ""actual_onset_global_ms"": 540022.759, ""actual_offset_global_ms"": 540515.175, ""actual_duration_ms"": 492.416}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 540515.175, ""actual_onset_global_ms"": 540521.506, ""actual_offset_global_ms"": 566618.056, ""actual_duration_ms"": 26096.55}]",5.0,,
014,014_T1_20260518_152756,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,formal_span_2,formal,1,1,7,formal,span_2,1779089276,60.022,2026-05-18T15:37:37.121,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,573255.949,573421.981,2,1,1,"[9, 5]","[""5"", ""9""]","[""5"", ""9""]",59,onscreen_mouse,4077.112,21565.801,1,1,0,1,0,5,"[12882.956, 2847.366]",advance,"[573426.046, 574447.217]","[""digit_9.wav"", ""digit_5.wav""]","[{""audio_file"": ""digit_9.wav"", ""audio_start_global_ms"": 573426.046, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 573926.046}, {""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 574447.217, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 574947.217}]",,573355.949,573426.046,597122.925,2000,23696.879,597122.925,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 573255.949, ""actual_onset_global_ms"": 573421.981, ""actual_offset_global_ms"": 573438.642, ""actual_duration_ms"": 16.661}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 573355.949, ""actual_onset_global_ms"": 573426.046, ""actual_offset_global_ms"": 574947.217, ""actual_duration_ms"": 1521.171}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 574947.217, ""actual_onset_global_ms"": 575051.216, ""actual_offset_global_ms"": 575549.63, ""actual_duration_ms"": 498.414}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 575549.63, ""actual_onset_global_ms"": 575556.985, ""actual_offset_global_ms"": 597122.925, ""actual_duration_ms"": 21565.94}]",,two_failures_in_span,3.0
014,014_T1_20260518_152756,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,formal_span_2,formal,1,2,8,formal,span_2,1779089276,60.022,2026-05-18T15:38:00.995,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,597129.829,597291.883,2,2,1,"[2, 3]","[""3"", ""2""]","[""3"", ""2""]",32,onscreen_mouse,4034.317,10087.598,1,1,0,0,0,3,[3923.961],advance,"[597295.842, 598339.24]","[""digit_2.wav"", ""digit_3.wav""]","[{""audio_file"": ""digit_2.wav"", ""audio_start_global_ms"": 597295.842, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 597795.842}, {""audio_file"": ""digit_3.wav"", ""audio_start_global_ms"": 598339.24, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 598839.24}]",,597229.829,597295.842,609540.777,2000,12244.935,609540.777,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 597129.829, ""actual_onset_global_ms"": 597291.883, ""actual_offset_global_ms"": 597308.544, ""actual_duration_ms"": 16.661}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 597229.829, ""actual_onset_global_ms"": 597295.842, ""actual_offset_global_ms"": 598839.24, ""actual_duration_ms"": 1543.398}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 598839.24, ""actual_onset_global_ms"": 598938.64, ""actual_offset_global_ms"": 599445.938, ""actual_duration_ms"": 507.298}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 599445.938, ""actual_onset_global_ms"": 599453.083, ""actual_offset_global_ms"": 609540.777, ""actual_duration_ms"": 10087.694}]",,two_failures_in_span,3.0
014,014_T1_20260518_152756,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,formal_span_3,formal,2,1,9,formal,span_3,1779089276,60.022,2026-05-18T15:38:13.419,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,609553.39,609727.743,3,1,2,"[1, 6, 2]","[""2"", ""6"", ""1""]","[""6"", ""1"", ""2""]",612,onscreen_mouse,6296.11,55413.517,0,0,0,0,0,4,"[16307.976, 31060.957]",terminate,"[609731.93, 610737.755, 611798.053]","[""digit_1.wav"", ""digit_6.wav"", ""digit_2.wav""]","[{""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 609731.93, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 610231.93}, {""audio_file"": ""digit_6.wav"", ""audio_start_global_ms"": 610737.755, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 611237.755}, {""audio_file"": ""digit_2.wav"", ""audio_start_global_ms"": 611798.053, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 612298.053}]",,609653.39,609731.93,668319.355,3000,58587.425,668319.355,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 609553.39, ""actual_onset_global_ms"": 609727.743, ""actual_offset_global_ms"": 609744.404, ""actual_duration_ms"": 16.661}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 609653.39, ""actual_onset_global_ms"": 609731.93, ""actual_offset_global_ms"": 612298.053, ""actual_duration_ms"": 2566.123}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 612298.053, ""actual_onset_global_ms"": 612387.042, ""actual_offset_global_ms"": 612897.335, ""actual_duration_ms"": 510.293}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 612897.335, ""actual_onset_global_ms"": 612905.718, ""actual_offset_global_ms"": 668319.355, ""actual_duration_ms"": 55413.637}]",,two_failures_in_span,3.0
014,014_T1_20260518_152756,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,3,formal_span_3,formal,2,2,10,formal,span_3,1779089276,60.022,2026-05-18T15:39:12.192,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,668326.855,668492.408,3,2,2,"[3, 2, 4]","[""4"", ""2"", ""3""]","[""4"", ""3"", ""2""]",432,onscreen_mouse,4996.242,10079.458,0,0,0,0,0,4,"[2248.294, 1457.728]",terminate,"[668496.142, 669542.474, 670578.311]","[""digit_3.wav"", ""digit_2.wav"", ""digit_4.wav""]","[{""audio_file"": ""digit_3.wav"", ""audio_start_global_ms"": 668496.142, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 668996.142}, {""audio_file"": ""digit_2.wav"", ""audio_start_global_ms"": 669542.474, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 670042.474}, {""audio_file"": ""digit_4.wav"", ""audio_start_global_ms"": 670578.311, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 671078.311}]",,668426.855,668496.142,681902.405,3000,13406.263,681902.405,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 668326.855, ""actual_onset_global_ms"": 668492.408, ""actual_offset_global_ms"": 668509.069, ""actual_duration_ms"": 16.661}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 668426.855, ""actual_onset_global_ms"": 668496.142, ""actual_offset_global_ms"": 671078.311, ""actual_duration_ms"": 2582.169}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 671078.311, ""actual_onset_global_ms"": 671298.633, ""actual_offset_global_ms"": 671814.184, ""actual_duration_ms"": 515.551}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 671814.184, ""actual_onset_global_ms"": 671822.777, ""actual_offset_global_ms"": 681902.405, ""actual_duration_ms"": 10079.628}]",,two_failures_in_span,3.0
