participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,intended_trial_start_ms,actual_trial_start_ms,condition,target_direction,flankers_direction,array_pattern_text,correct_response_key,participant_response_key,response_correct,rt_ms,response_time_global_ms,feedback_type,practice_pass_flag,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,stage_records_json,feedback_audio_file,feedback_audio_start_global_ms,feedback_audio_expected_duration_ms,feedback_audio_stop_global_ms
013,013_T1_20260423_153240,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,1,1,practice,practice_single,1776929560,59.882,2026-04-23T15:33:27.293,0,0,0,1,39553.681,39609.023,practice_single,left,none,<,s,s,1,2360.694,42059.708,correct,,39653.681,39699.014,42059.708,3000,2360.694,42659.708,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 39553.681, ""actual_onset_global_ms"": 39609.023, ""actual_offset_global_ms"": 39689.418, ""actual_duration_ms"": 80.395}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 39653.681, ""actual_onset_global_ms"": 39699.014, ""actual_offset_global_ms"": 42059.708, ""actual_duration_ms"": 2360.694}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 42059.708, ""actual_onset_global_ms"": 42181.656, ""actual_offset_global_ms"": 42774.223, ""actual_duration_ms"": 592.567}]",correct.wav,42146.477,600.0,42746.477
013,013_T1_20260423_153240,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,2,2,practice,practice_single,1776929560,59.882,2026-04-23T15:33:30.509,0,0,0,1,42769.978,42791.148,practice_single,left,none,<,s,s,1,1865.058,44757.69,correct,,42869.978,42892.632,44757.69,3000,1865.058,45357.69,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 42769.978, ""actual_onset_global_ms"": 42791.148, ""actual_offset_global_ms"": 42888.096, ""actual_duration_ms"": 96.948}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 42869.978, ""actual_onset_global_ms"": 42892.632, ""actual_offset_global_ms"": 44757.69, ""actual_duration_ms"": 1865.058}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 44757.69, ""actual_onset_global_ms"": 44808.53, ""actual_offset_global_ms"": 45407.816, ""actual_duration_ms"": 599.286}]",correct.wav,44781.327,600.0,45381.327
013,013_T1_20260423_153240,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,3,3,practice,practice_single,1776929560,59.882,2026-04-23T15:33:33.139,0,0,0,1,45399.083,45424.532,practice_single,left,none,<,s,s,1,780.655,46316.775,correct,,45499.083,45536.12,46316.775,3000,780.655,46916.775,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 45399.083, ""actual_onset_global_ms"": 45424.532, ""actual_offset_global_ms"": 45530.657, ""actual_duration_ms"": 106.125}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 45499.083, ""actual_onset_global_ms"": 45536.12, ""actual_offset_global_ms"": 46316.775, ""actual_duration_ms"": 780.655}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 46316.775, ""actual_onset_global_ms"": 46366.148, ""actual_offset_global_ms"": 46970.855, ""actual_duration_ms"": 604.707}]",correct.wav,46342.272,600.0,46942.272
013,013_T1_20260423_153240,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,4,4,practice,practice_single,1776929560,59.882,2026-04-23T15:33:34.703,0,0,0,1,46963.651,46981.56,practice_single,right,none,>,j,j,1,734.369,47830.844,correct,,47063.651,47096.475,47830.844,3000,734.369,48430.844,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 46963.651, ""actual_onset_global_ms"": 46981.56, ""actual_offset_global_ms"": 47092.38, ""actual_duration_ms"": 110.82}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 47063.651, ""actual_onset_global_ms"": 47096.475, ""actual_offset_global_ms"": 47830.844, ""actual_duration_ms"": 734.369}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 47830.844, ""actual_onset_global_ms"": 47872.911, ""actual_offset_global_ms"": 48477.97, ""actual_duration_ms"": 605.059}]",correct.wav,47851.844,600.0,48451.844
013,013_T1_20260423_153240,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,5,5,practice,practice_single,1776929560,59.882,2026-04-23T15:33:36.208,0,0,0,1,48468.166,48489.32,practice_single,right,none,>,j,j,1,737.636,49344.159,correct,,48568.166,48606.523,49344.159,3000,737.636,49944.159,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 48468.166, ""actual_onset_global_ms"": 48489.32, ""actual_offset_global_ms"": 48603.155, ""actual_duration_ms"": 113.835}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 48568.166, ""actual_onset_global_ms"": 48606.523, ""actual_offset_global_ms"": 49344.159, ""actual_duration_ms"": 737.636}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 49344.159, ""actual_onset_global_ms"": 49400.776, ""actual_offset_global_ms"": 50001.742, ""actual_duration_ms"": 600.966}]",correct.wav,49380.227,600.0,49980.227
013,013_T1_20260423_153240,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,6,6,practice,practice_single,1776929560,59.882,2026-04-23T15:33:37.731,0,0,0,1,49992.154,50012.054,practice_single,right,none,>,j,j,1,830.982,50944.057,correct,,50092.154,50113.075,50944.057,3000,830.982,51544.057,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 49992.154, ""actual_onset_global_ms"": 50012.054, ""actual_offset_global_ms"": 50109.519, ""actual_duration_ms"": 97.465}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 50092.154, ""actual_onset_global_ms"": 50113.075, ""actual_offset_global_ms"": 50944.057, ""actual_duration_ms"": 830.982}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 50944.057, ""actual_onset_global_ms"": 50989.928, ""actual_offset_global_ms"": 51591.22, ""actual_duration_ms"": 601.292}]",correct.wav,50966.084,600.0,51566.084
013,013_T1_20260423_153240,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,1,7,practice,incongruent,1776929560,59.882,2026-04-23T15:33:41.697,0,0,0,1,53957.51,53989.747,incongruent,right,left,<<><<,j,j,1,2637.019,56721.842,correct,1.0,54057.51,54084.823,56721.842,3000,2637.019,57321.842,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 53957.51, ""actual_onset_global_ms"": 53989.747, ""actual_offset_global_ms"": 54077.136, ""actual_duration_ms"": 87.389}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 54057.51, ""actual_onset_global_ms"": 54084.823, ""actual_offset_global_ms"": 56721.842, ""actual_duration_ms"": 2637.019}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 56721.842, ""actual_onset_global_ms"": 56853.191, ""actual_offset_global_ms"": 57459.664, ""actual_duration_ms"": 606.473}]",correct.wav,56829.16,600.0,57429.16
013,013_T1_20260423_153240,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,2,8,practice,congruent,1776929560,59.882,2026-04-23T15:33:45.194,0,0,0,1,57452.747,57477.869,congruent,left,left,<<<<<,s,s,1,1067.995,58658.906,correct,1.0,57552.747,57590.911,58658.906,3000,1067.995,59258.906,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 57452.747, ""actual_onset_global_ms"": 57477.869, ""actual_offset_global_ms"": 57582.995, ""actual_duration_ms"": 105.126}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 57552.747, ""actual_onset_global_ms"": 57590.911, ""actual_offset_global_ms"": 58658.906, ""actual_duration_ms"": 1067.995}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 58658.906, ""actual_onset_global_ms"": 58706.832, ""actual_offset_global_ms"": 59316.168, ""actual_duration_ms"": 609.336}]",correct.wav,58682.417,600.0,59282.417
013,013_T1_20260423_153240,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,3,9,practice,congruent,1776929560,59.882,2026-04-23T15:33:47.048,0,0,0,1,59306.992,59327.449,congruent,right,right,>>>>>,j,j,1,877.95,60309.445,correct,1.0,59406.992,59431.495,60309.445,3000,877.95,60909.445,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 59306.992, ""actual_onset_global_ms"": 59327.449, ""actual_offset_global_ms"": 59424.042, ""actual_duration_ms"": 96.593}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 59406.992, ""actual_onset_global_ms"": 59431.495, ""actual_offset_global_ms"": 60309.445, ""actual_duration_ms"": 877.95}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 60309.445, ""actual_onset_global_ms"": 60371.048, ""actual_offset_global_ms"": 60973.9, ""actual_duration_ms"": 602.852}]",correct.wav,60350.704,600.0,60950.704
013,013_T1_20260423_153240,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,4,10,practice,incongruent,1776929560,59.882,2026-04-23T15:33:48.708,0,0,0,1,60967.572,60994.217,incongruent,left,right,>><>>,s,s,1,1774.114,62871.433,correct,1.0,61067.572,61097.319,62871.433,3000,1774.114,63471.433,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 60967.572, ""actual_onset_global_ms"": 60994.217, ""actual_offset_global_ms"": 61089.784, ""actual_duration_ms"": 95.567}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 61067.572, ""actual_onset_global_ms"": 61097.319, ""actual_offset_global_ms"": 62871.433, ""actual_duration_ms"": 1774.114}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 62871.433, ""actual_onset_global_ms"": 62922.578, ""actual_offset_global_ms"": 63532.646, ""actual_duration_ms"": 610.068}]",correct.wav,62899.178,600.0,63499.178
013,013_T1_20260423_153240,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,5,11,practice,congruent,1776929560,59.882,2026-04-23T15:33:51.266,0,0,0,1,63525.351,63545.679,congruent,left,left,<<<<<,s,s,1,1354.617,65025.315,correct,1.0,63625.351,63670.698,65025.315,3000,1354.617,65625.315,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 63525.351, ""actual_onset_global_ms"": 63545.679, ""actual_offset_global_ms"": 63662.014, ""actual_duration_ms"": 116.335}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 63625.351, ""actual_onset_global_ms"": 63670.698, ""actual_offset_global_ms"": 65025.315, ""actual_duration_ms"": 1354.617}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 65025.315, ""actual_onset_global_ms"": 65090.349, ""actual_offset_global_ms"": 65694.468, ""actual_duration_ms"": 604.119}]",correct.wav,65064.877,600.0,65664.877
013,013_T1_20260423_153240,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,6,12,practice,incongruent,1776929560,59.882,2026-04-23T15:33:53.427,0,0,0,1,65686.254,65706.811,incongruent,right,left,<<><<,j,j,1,1486.722,67308.545,correct,1.0,65786.254,65821.823,67308.545,3000,1486.722,67908.545,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 65686.254, ""actual_onset_global_ms"": 65706.811, ""actual_offset_global_ms"": 65817.292, ""actual_duration_ms"": 110.481}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 65786.254, ""actual_onset_global_ms"": 65821.823, ""actual_offset_global_ms"": 67308.545, ""actual_duration_ms"": 1486.722}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 67308.545, ""actual_onset_global_ms"": 67366.508, ""actual_offset_global_ms"": 67977.976, ""actual_duration_ms"": 611.468}]",correct.wav,67344.615,600.0,67944.615
013,013_T1_20260423_153240,PCPA,T1,standard,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,1,13,formal,incongruent,1776929560,59.882,2026-04-23T15:34:04.323,0,0,0,1,76581.584,76605.499,incongruent,right,left,<<><<,j,j,1,1604.029,78321.172,none,,76681.584,76717.143,78321.172,3000,1604.029,78321.172,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 76581.584, ""actual_onset_global_ms"": 76605.499, ""actual_offset_global_ms"": 76710.559, ""actual_duration_ms"": 105.06}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 76681.584, ""actual_onset_global_ms"": 76717.143, ""actual_offset_global_ms"": 78321.172, ""actual_duration_ms"": 1604.029}]",,,,
