participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,digit_support_target,digit_transform_demo_used,digit_keypad_demo_used,digit_hesitation_prompt_used,digit_post_support_span_success,intended_trial_start_ms,actual_trial_start_ms,span_length,trial_index_within_span,span_round,presented_sequence,correct_backward_sequence,participant_input_sequence,participant_input_string,input_method,first_key_latency_ms,response_complete_time_ms,accuracy,response_correct,omission_input,delete_count,clear_count,click_count,inter_key_intervals_ms,adaptive_decision,digits_audio_onsets_ms,digits_audio_files,digits_audio_events_json,rt_ms,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,repeated_audio_once_in_practice,stage_records_json,trigger_trial_index,termination_reason,terminal_span_length
24,24_T1_20260518_151101,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,2,practice_digitspan,practice,1,1,1,practice,span_2,1779088261,173.362,2026-05-18T15:16:17.821,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,312900.127,313101.504,2,1,1,"[1, 6]","[""6"", ""1""]","[""6"", ""1""]",61,onscreen_mouse,15763.475,18741.21,1,1,0,0,0,3,[1320.562],,"[313105.35, 314160.312]","[""digit_1.wav"", ""digit_6.wav""]","[{""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 313105.35, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 313605.35}, {""audio_file"": ""digit_6.wav"", ""audio_start_global_ms"": 314160.312, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 314660.312}]",,313000.127,313105.35,334035.542,2000,20930.192,334035.542,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 312900.127, ""actual_onset_global_ms"": 313101.504, ""actual_offset_global_ms"": 313107.272, ""actual_duration_ms"": 5.768}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 313000.127, ""actual_onset_global_ms"": 313105.35, ""actual_offset_global_ms"": 314660.312, ""actual_duration_ms"": 1554.962}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 314660.312, ""actual_onset_global_ms"": 314760.769, ""actual_offset_global_ms"": 315224.222, ""actual_duration_ms"": 463.453}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 315224.222, ""actual_onset_global_ms"": 315294.137, ""actual_offset_global_ms"": 334035.542, ""actual_duration_ms"": 18741.405}]",,,
24,24_T1_20260518_151101,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,2,practice_digitspan,practice,1,2,2,practice,span_2,1779088261,173.362,2026-05-18T15:16:38.962,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,334041.522,334210.691,2,2,1,"[9, 8]","[""8"", ""9""]","[""8"", ""9""]",89,onscreen_mouse,3729.627,18028.346,1,1,0,0,0,3,[1049.967],,"[334213.582, 335240.736]","[""digit_9.wav"", ""digit_8.wav""]","[{""audio_file"": ""digit_9.wav"", ""audio_start_global_ms"": 334213.582, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 334713.582}, {""audio_file"": ""digit_8.wav"", ""audio_start_global_ms"": 335240.736, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 335740.736}]",,334141.522,334213.582,354352.117,2000,20138.535,354352.117,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 334041.522, ""actual_onset_global_ms"": 334210.691, ""actual_offset_global_ms"": 334216.459, ""actual_duration_ms"": 5.768}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 334141.522, ""actual_onset_global_ms"": 334213.582, ""actual_offset_global_ms"": 335740.736, ""actual_duration_ms"": 1527.154}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 335740.736, ""actual_onset_global_ms"": 335820.269, ""actual_offset_global_ms"": 336308.134, ""actual_duration_ms"": 487.865}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 336308.134, ""actual_onset_global_ms"": 336323.585, ""actual_offset_global_ms"": 354352.117, ""actual_duration_ms"": 18028.532}]",,,
24,24_T1_20260518_151101,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,2,practice_digitspan,practice,1,3,3,practice,span_2,1779088261,173.362,2026-05-18T15:16:59.279,0,0,0,1,0,none,digit_order_error,3.0,1,1,brief_rule_prompt,900.0,0,0,0,sequence_transformation,0,0,0,0,354358.239,354523.474,2,3,1,"[1, 9]","[""9"", ""1""]","[""9"", ""7""]",97,onscreen_mouse,4440.794,20413.597,0,0,0,0,0,3,[12558.247],,"[354526.531, 355559.449]","[""digit_1.wav"", ""digit_9.wav""]","[{""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 354526.531, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 355026.531}, {""audio_file"": ""digit_9.wav"", ""audio_start_global_ms"": 355559.449, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 356059.449}]",,354458.239,354526.531,377071.849,2000,22545.318,377071.849,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 354358.239, ""actual_onset_global_ms"": 354523.474, ""actual_offset_global_ms"": 354529.242, ""actual_duration_ms"": 5.768}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 354458.239, ""actual_onset_global_ms"": 354526.531, ""actual_offset_global_ms"": 356059.449, ""actual_duration_ms"": 1532.918}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 356059.449, ""actual_onset_global_ms"": 356148.928, ""actual_offset_global_ms"": 356645.336, ""actual_duration_ms"": 496.408}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 356645.336, ""actual_onset_global_ms"": 356658.072, ""actual_offset_global_ms"": 377071.849, ""actual_duration_ms"": 20413.777}]",3.0,,
24,24_T1_20260518_151101,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,2,practice_digitspan,practice,1,4,4,practice,span_2,1779088261,173.362,2026-05-18T15:17:23.327,0,0,0,1,0,none,digit_order_error,3.0,1,1,brief_rule_prompt,900.0,0,1,0,sequence_transformation,0,0,0,1,378406.647,378572.362,2,4,1,"[4, 3]","[""3"", ""4""]","[""3"", ""4""]",34,onscreen_mouse,5019.352,7644.537,1,1,0,0,0,3,[1275.157],,"[378575.463, 379608.642]","[""digit_4.wav"", ""digit_3.wav""]","[{""audio_file"": ""digit_4.wav"", ""audio_start_global_ms"": 378575.463, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 379075.463}, {""audio_file"": ""digit_3.wav"", ""audio_start_global_ms"": 379608.642, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 380108.642}]",,378506.647,378575.463,388343.159,2000,9767.696,388343.159,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 378406.647, ""actual_onset_global_ms"": 378572.362, ""actual_offset_global_ms"": 378578.13, ""actual_duration_ms"": 5.768}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 378506.647, ""actual_onset_global_ms"": 378575.463, ""actual_offset_global_ms"": 380108.642, ""actual_duration_ms"": 1533.179}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 380108.642, ""actual_onset_global_ms"": 380195.445, ""actual_offset_global_ms"": 380682.631, ""actual_duration_ms"": 487.186}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 380682.631, ""actual_onset_global_ms"": 380698.432, ""actual_offset_global_ms"": 388343.159, ""actual_duration_ms"": 7644.727}]",3.0,,
24,24_T1_20260518_151101,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,2,practice_digitspan,practice,1,5,5,practice,span_2,1779088261,173.362,2026-05-18T15:17:33.273,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,388352.018,388526.93,2,5,1,"[8, 1]","[""1"", ""8""]","[""1"", ""8""]",18,onscreen_mouse,2092.411,4515.694,1,1,0,0,0,3,[1194.357],,"[388529.85, 389570.615]","[""digit_8.wav"", ""digit_1.wav""]","[{""audio_file"": ""digit_8.wav"", ""audio_start_global_ms"": 388529.85, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 389029.85}, {""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 389570.615, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 390070.615}]",,388452.018,388529.85,395191.804,2000,6661.954,395191.804,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 388352.018, ""actual_onset_global_ms"": 388526.93, ""actual_offset_global_ms"": 388532.698, ""actual_duration_ms"": 5.768}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 388452.018, ""actual_onset_global_ms"": 388529.85, ""actual_offset_global_ms"": 390070.615, ""actual_duration_ms"": 1540.765}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 390070.615, ""actual_onset_global_ms"": 390157.26, ""actual_offset_global_ms"": 390662.961, ""actual_duration_ms"": 505.701}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 390662.961, ""actual_onset_global_ms"": 390675.916, ""actual_offset_global_ms"": 395191.804, ""actual_duration_ms"": 4515.888}]",,,
24,24_T1_20260518_151101,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,2,practice_digitspan,practice,1,6,6,practice,span_2,1779088261,173.362,2026-05-18T15:17:40.119,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,395198.206,395368.205,2,6,1,"[8, 6]","[""6"", ""8""]","[""6"", ""8""]",68,onscreen_mouse,2119.054,4030.031,1,1,0,0,0,3,[1018.406],,"[395371.134, 396397.227]","[""digit_8.wav"", ""digit_6.wav""]","[{""audio_file"": ""digit_8.wav"", ""audio_start_global_ms"": 395371.134, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 395871.134}, {""audio_file"": ""digit_6.wav"", ""audio_start_global_ms"": 396397.227, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 396897.227}]",,395298.206,395371.134,401512.275,2000,6141.141,401512.275,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 395198.206, ""actual_onset_global_ms"": 395368.205, ""actual_offset_global_ms"": 395373.973, ""actual_duration_ms"": 5.768}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 395298.206, ""actual_onset_global_ms"": 395371.134, ""actual_offset_global_ms"": 396897.227, ""actual_duration_ms"": 1526.093}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 396897.227, ""actual_onset_global_ms"": 396980.371, ""actual_offset_global_ms"": 397466.482, ""actual_duration_ms"": 486.111}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 397466.482, ""actual_onset_global_ms"": 397482.052, ""actual_offset_global_ms"": 401512.275, ""actual_duration_ms"": 4030.223}]",,,
24,24_T1_20260518_151101,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,2,formal_span_2,formal,1,1,7,formal,span_2,1779088261,173.362,2026-05-18T15:17:53.221,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,408300.009,408466.372,2,1,1,"[1, 5]","[""5"", ""1""]","[""5"", ""1""]",51,onscreen_mouse,5371.811,10984.492,1,1,0,0,0,3,[1056.581],advance,"[408469.327, 409513.264]","[""digit_1.wav"", ""digit_5.wav""]","[{""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 408469.327, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 408969.327}, {""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 409513.264, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 410013.264}]",,408400.009,408469.327,421583.108,2000,13113.781,421583.108,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 408300.009, ""actual_onset_global_ms"": 408466.372, ""actual_offset_global_ms"": 408472.14, ""actual_duration_ms"": 5.768}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 408400.009, ""actual_onset_global_ms"": 408469.327, ""actual_offset_global_ms"": 410013.264, ""actual_duration_ms"": 1543.937}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 410013.264, ""actual_onset_global_ms"": 410085.36, ""actual_offset_global_ms"": 410585.803, ""actual_duration_ms"": 500.443}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 410585.803, ""actual_onset_global_ms"": 410598.42, ""actual_offset_global_ms"": 421583.108, ""actual_duration_ms"": 10984.688}]",,two_failures_in_span,4.0
24,24_T1_20260518_151101,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,2,formal_span_2,formal,1,2,8,formal,span_2,1779088261,173.362,2026-05-18T15:18:06.510,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,421589.821,421764.347,2,2,1,"[1, 6]","[""6"", ""1""]","[""6"", ""1""]",61,onscreen_mouse,1756.557,4164.212,1,1,0,0,0,3,[1118.117],advance,"[421767.278, 422797.965]","[""digit_1.wav"", ""digit_6.wav""]","[{""audio_file"": ""digit_1.wav"", ""audio_start_global_ms"": 421767.278, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 422267.278}, {""audio_file"": ""digit_6.wav"", ""audio_start_global_ms"": 422797.965, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 423297.965}]",,421689.821,421767.278,428055.56,2000,6288.282,428055.56,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 421589.821, ""actual_onset_global_ms"": 421764.347, ""actual_offset_global_ms"": 421770.115, ""actual_duration_ms"": 5.768}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 2000, ""intended_onset_ms"": 421689.821, ""actual_onset_global_ms"": 421767.278, ""actual_offset_global_ms"": 423297.965, ""actual_duration_ms"": 1530.687}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 423297.965, ""actual_onset_global_ms"": 423376.052, ""actual_offset_global_ms"": 423878.284, ""actual_duration_ms"": 502.232}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 423878.284, ""actual_onset_global_ms"": 423891.152, ""actual_offset_global_ms"": 428055.56, ""actual_duration_ms"": 4164.408}]",,two_failures_in_span,4.0
24,24_T1_20260518_151101,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,2,formal_span_3,formal,2,1,9,formal,span_3,1779088261,173.362,2026-05-18T15:18:12.989,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,428067.685,428234.531,3,1,2,"[9, 4, 7]","[""7"", ""4"", ""9""]","[""7"", ""4"", ""9""]",749,onscreen_mouse,29089.327,32363.806,1,1,0,0,0,4,"[919.547, 1154.046]",advance,"[428237.645, 429257.428, 430283.252]","[""digit_9.wav"", ""digit_4.wav"", ""digit_7.wav""]","[{""audio_file"": ""digit_9.wav"", ""audio_start_global_ms"": 428237.645, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 428737.645}, {""audio_file"": ""digit_4.wav"", ""audio_start_global_ms"": 429257.428, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 429757.428}, {""audio_file"": ""digit_7.wav"", ""audio_start_global_ms"": 430283.252, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 430783.252}]",,428167.685,428237.645,463715.402,3000,35477.757,463715.402,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 428067.685, ""actual_onset_global_ms"": 428234.531, ""actual_offset_global_ms"": 428240.299, ""actual_duration_ms"": 5.768}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 428167.685, ""actual_onset_global_ms"": 428237.645, ""actual_offset_global_ms"": 430783.252, ""actual_duration_ms"": 2545.607}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 430783.252, ""actual_onset_global_ms"": 430845.045, ""actual_offset_global_ms"": 431337.672, ""actual_duration_ms"": 492.627}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 431337.672, ""actual_onset_global_ms"": 431351.346, ""actual_offset_global_ms"": 463715.402, ""actual_duration_ms"": 32364.056}]",,two_failures_in_span,4.0
24,24_T1_20260518_151101,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,digit_span,2,formal_span_3,formal,2,2,10,formal,span_3,1779088261,173.362,2026-05-18T15:18:48.643,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,none,0,0,0,0,463722.411,463886.059,3,2,2,"[9, 2, 5]","[""5"", ""2"", ""9""]","[""5"", ""2"", ""9""]",529,onscreen_mouse,13427.181,17009.468,1,1,0,0,0,4,"[1163.337, 1251.066]",advance,"[463888.954, 464922.977, 465962.749]","[""digit_9.wav"", ""digit_2.wav"", ""digit_5.wav""]","[{""audio_file"": ""digit_9.wav"", ""audio_start_global_ms"": 463888.954, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 464388.954}, {""audio_file"": ""digit_2.wav"", ""audio_start_global_ms"": 464922.977, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 465422.977}, {""audio_file"": ""digit_5.wav"", ""audio_start_global_ms"": 465962.749, ""audio_expected_duration_ms"": 500, ""audio_stop_global_ms"": 466462.749}]",,463822.411,463888.954,484062.269,3000,20173.315,484062.269,0,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 463722.411, ""actual_onset_global_ms"": 463886.059, ""actual_offset_global_ms"": 463891.827, ""actual_duration_ms"": 5.768}, {""stage_name"": ""auditory_sequence"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 463822.411, ""actual_onset_global_ms"": 463888.954, ""actual_offset_global_ms"": 466462.749, ""actual_duration_ms"": 2573.795}, {""stage_name"": ""wait"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 466462.749, ""actual_onset_global_ms"": 466548.144, ""actual_offset_global_ms"": 467037.049, ""actual_duration_ms"": 488.905}, {""stage_name"": ""input_panel"", ""planned_duration_ms"": 15000, ""intended_onset_ms"": 467037.049, ""actual_onset_global_ms"": 467052.611, ""actual_offset_global_ms"": 484062.269, ""actual_duration_ms"": 17009.658}]",,two_failures_in_span,4.0
