participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,dccs_support_rule,dccs_error_type,dccs_dimension_highlight_used,dccs_demo_type,dccs_label_mode,dccs_post_support_rule_confusion,intended_trial_start_ms,actual_trial_start_ms,rule,cue_audio_file,cue_label,cue_audio_start_global_ms,cue_audio_expected_duration_ms,cue_audio_stop_global_ms,stimulus_color,stimulus_shape,stimulus_identity,correct_response_key,participant_response_key,response_correct,rt_ms,response_time_global_ms,trial_transition,previous_rule,current_rule,practice_pass_flag,cue_to_first_response_ms,feedback_type,feedback_audio_file,feedback_audio_start_global_ms,feedback_audio_expected_duration_ms,feedback_audio_stop_global_ms,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,stage_records_json
013,013_T1_20260518_150017,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,1,1,practice,color,1779087617,59.946,2026-05-18T15:05:00.474,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,273941.822,274067.081,color,cue_color.wav,颜色,274101.841,500,274798.404,blue,rabbit,blue_rabbit,s,s,1,4976.972,279691.083,practice,,color,1.0,5589.66,correct,correct.wav,279703.765,150.0,280203.765,274541.822,274714.111,279691.083,3000,4976.972,279841.083,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 273941.822, ""actual_onset_global_ms"": 274067.081, ""actual_offset_global_ms"": 274083.763, ""actual_duration_ms"": 16.682}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 274041.822, ""actual_onset_global_ms"": 274101.423, ""actual_offset_global_ms"": 274708.09, ""actual_duration_ms"": 606.667}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 274541.822, ""actual_onset_global_ms"": 274714.111, ""actual_offset_global_ms"": 279691.083, ""actual_duration_ms"": 4976.972}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 279691.083, ""actual_onset_global_ms"": 279733.526, ""actual_offset_global_ms"": 279871.274, ""actual_duration_ms"": 137.748}]"
013,013_T1_20260518_150017,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,2,2,practice,color,1779087617,59.946,2026-05-18T15:05:06.416,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,279883.029,279898.92,color,cue_color.wav,颜色,280001.32,500,280697.883,red,boat,red_boat,j,j,1,1888.446,282439.276,practice,,color,1.0,2438.422,correct,correct.wav,282455.158,150.0,282955.158,280483.029,280550.83,282439.276,3000,1888.446,282589.276,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 279883.029, ""actual_onset_global_ms"": 279898.92, ""actual_offset_global_ms"": 280000.985, ""actual_duration_ms"": 102.065}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 279983.029, ""actual_onset_global_ms"": 280000.854, ""actual_offset_global_ms"": 280550.788, ""actual_duration_ms"": 549.934}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 280483.029, ""actual_onset_global_ms"": 280550.83, ""actual_offset_global_ms"": 282439.276, ""actual_duration_ms"": 1888.446}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 282439.276, ""actual_onset_global_ms"": 282475.387, ""actual_offset_global_ms"": 282623.871, ""actual_duration_ms"": 148.484}]"
013,013_T1_20260518_150017,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,3,3,practice,color,1779087617,59.946,2026-05-18T15:05:09.148,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,282616.315,282643.182,color,cue_color.wav,颜色,282742.553,500,283439.116,red,rabbit,red_rabbit,j,j,1,1503.002,284883.42,practice,,color,1.0,2141.384,correct,correct.wav,284888.258,150.0,285388.258,283216.315,283380.418,284883.42,3000,1503.002,285033.42,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 282616.315, ""actual_onset_global_ms"": 282643.182, ""actual_offset_global_ms"": 282738.324, ""actual_duration_ms"": 95.142}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 282716.315, ""actual_onset_global_ms"": 282742.036, ""actual_offset_global_ms"": 283377.536, ""actual_duration_ms"": 635.5}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 283216.315, ""actual_onset_global_ms"": 283380.418, ""actual_offset_global_ms"": 284883.42, ""actual_duration_ms"": 1503.002}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 284883.42, ""actual_onset_global_ms"": 284911.467, ""actual_offset_global_ms"": 285061.579, ""actual_duration_ms"": 150.112}]"
013,013_T1_20260518_150017,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,4,4,practice,color,1779087617,59.946,2026-05-18T15:05:11.584,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,285052.052,285072.884,color,cue_color.wav,颜色,285173.224,500,285869.786,red,boat,red_boat,j,j,1,1656.869,287377.813,practice,,color,1.0,2205.091,correct,correct.wav,287385.866,150.0,287885.866,285652.052,285720.944,287377.813,3000,1656.869,287527.813,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 285052.052, ""actual_onset_global_ms"": 285072.884, ""actual_offset_global_ms"": 285170.624, ""actual_duration_ms"": 97.74}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 285152.052, ""actual_onset_global_ms"": 285172.722, ""actual_offset_global_ms"": 285721.184, ""actual_duration_ms"": 548.462}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 285652.052, ""actual_onset_global_ms"": 285720.944, ""actual_offset_global_ms"": 287377.813, ""actual_duration_ms"": 1656.869}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 287377.813, ""actual_onset_global_ms"": 287402.704, ""actual_offset_global_ms"": 287566.424, ""actual_duration_ms"": 163.72}]"
013,013_T1_20260518_150017,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,5,5,practice,color,1779087617,59.946,2026-05-18T15:05:14.091,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,287557.928,287573.032,color,cue_color.wav,颜色,287697.836,500,288394.399,blue,rabbit,blue_rabbit,s,s,1,1303.163,289555.788,practice,,color,1.0,1858.582,correct,correct.wav,289570.538,150.0,290070.538,288157.928,288252.625,289555.788,3000,1303.163,289705.788,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 287557.928, ""actual_onset_global_ms"": 287573.032, ""actual_offset_global_ms"": 287693.813, ""actual_duration_ms"": 120.781}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 287657.928, ""actual_onset_global_ms"": 287697.206, ""actual_offset_global_ms"": 288253.077, ""actual_duration_ms"": 555.871}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 288157.928, ""actual_onset_global_ms"": 288252.625, ""actual_offset_global_ms"": 289555.788, ""actual_duration_ms"": 1303.163}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 289555.788, ""actual_onset_global_ms"": 289591.585, ""actual_offset_global_ms"": 289750.561, ""actual_duration_ms"": 158.976}]"
013,013_T1_20260518_150017,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,pre_switch_practice,practice,1,6,6,practice,color,1779087617,59.946,2026-05-18T15:05:16.276,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,289744.108,289764.097,color,cue_color.wav,颜色,289871.282,500,290567.845,blue,boat,blue_boat,s,s,1,1772.888,292220.193,practice,,color,1.0,2349.346,correct,correct.wav,292223.807,150.0,292723.807,290344.108,290447.305,292220.193,3000,1772.888,292370.193,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 289744.108, ""actual_onset_global_ms"": 289764.097, ""actual_offset_global_ms"": 289868.124, ""actual_duration_ms"": 104.027}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 289844.108, ""actual_onset_global_ms"": 289870.847, ""actual_offset_global_ms"": 290443.147, ""actual_duration_ms"": 572.3}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 290344.108, ""actual_onset_global_ms"": 290447.305, ""actual_offset_global_ms"": 292220.193, ""actual_duration_ms"": 1772.888}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 292220.193, ""actual_onset_global_ms"": 292242.731, ""actual_offset_global_ms"": 292399.194, ""actual_duration_ms"": 156.463}]"
013,013_T1_20260518_150017,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,1,7,practice,shape,1779087617,59.946,2026-05-18T15:05:26.992,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,300459.277,300485.05,shape,cue_shape.wav,形状,300596.472,500,301362.722,red,boat,red_boat,j,j,1,5059.073,306308.588,practice,,shape,1.0,5712.492,correct,correct.wav,306313.72,150.0,306813.72,301059.277,301249.515,306308.588,3000,5059.073,306458.588,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 300459.277, ""actual_onset_global_ms"": 300485.05, ""actual_offset_global_ms"": 300586.568, ""actual_duration_ms"": 101.518}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 300559.277, ""actual_onset_global_ms"": 300596.096, ""actual_offset_global_ms"": 301245.438, ""actual_duration_ms"": 649.342}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 301059.277, ""actual_onset_global_ms"": 301249.515, ""actual_offset_global_ms"": 306308.588, ""actual_duration_ms"": 5059.073}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 306308.588, ""actual_onset_global_ms"": 306341.302, ""actual_offset_global_ms"": 306483.534, ""actual_duration_ms"": 142.232}]"
013,013_T1_20260518_150017,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,2,8,practice,shape,1779087617,59.946,2026-05-18T15:05:33.010,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,306477.62,306509.029,shape,cue_shape.wav,形状,306602.624,500,307368.874,blue,rabbit,blue_rabbit,s,s,1,3784.342,311031.106,practice,,shape,1.0,4428.93,correct,correct.wav,311036.519,150.0,311536.519,307077.62,307246.764,311031.106,3000,3784.342,311181.106,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 306477.62, ""actual_onset_global_ms"": 306509.029, ""actual_offset_global_ms"": 306595.412, ""actual_duration_ms"": 86.383}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 306577.62, ""actual_onset_global_ms"": 306602.176, ""actual_offset_global_ms"": 307241.851, ""actual_duration_ms"": 639.675}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 307077.62, ""actual_onset_global_ms"": 307246.764, ""actual_offset_global_ms"": 311031.106, ""actual_duration_ms"": 3784.342}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 311031.106, ""actual_onset_global_ms"": 311062.923, ""actual_offset_global_ms"": 311217.576, ""actual_duration_ms"": 154.653}]"
013,013_T1_20260518_150017,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,3,9,practice,shape,1779087617,59.946,2026-05-18T15:05:37.744,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,311211.265,311232.015,shape,cue_shape.wav,形状,311335.608,500,312101.858,blue,boat,blue_boat,j,j,1,2209.32,314202.661,practice,,shape,1.0,2867.451,correct,correct.wav,314209.135,150.0,314709.135,311811.265,311993.341,314202.661,3000,2209.32,314352.661,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 311211.265, ""actual_onset_global_ms"": 311232.015, ""actual_offset_global_ms"": 311330.97, ""actual_duration_ms"": 98.955}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 311311.265, ""actual_onset_global_ms"": 311335.21, ""actual_offset_global_ms"": 311989.88, ""actual_duration_ms"": 654.67}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 311811.265, ""actual_onset_global_ms"": 311993.341, ""actual_offset_global_ms"": 314202.661, ""actual_duration_ms"": 2209.32}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 314202.661, ""actual_onset_global_ms"": 314231.649, ""actual_offset_global_ms"": 314392.407, ""actual_duration_ms"": 160.758}]"
013,013_T1_20260518_150017,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,post_switch_practice,practice,2,4,10,practice,shape,1779087617,59.946,2026-05-18T15:05:40.918,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,314385.719,314410.618,shape,cue_shape.wav,形状,314514.412,500,315280.662,red,rabbit,red_rabbit,s,s,1,1034.519,316204.121,practice,,shape,1.0,1690.283,correct,correct.wav,316209.553,150.0,316709.553,314985.719,315169.602,316204.121,3000,1034.519,316354.121,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 314385.719, ""actual_onset_global_ms"": 314410.618, ""actual_offset_global_ms"": 314507.051, ""actual_duration_ms"": 96.433}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 314485.719, ""actual_onset_global_ms"": 314513.838, ""actual_offset_global_ms"": 315168.948, ""actual_duration_ms"": 655.11}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 314985.719, ""actual_onset_global_ms"": 315169.602, ""actual_offset_global_ms"": 316204.121, ""actual_duration_ms"": 1034.519}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 150, ""intended_onset_ms"": 316204.121, ""actual_onset_global_ms"": 316232.887, ""actual_offset_global_ms"": 316391.094, ""actual_duration_ms"": 158.207}]"
