participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,intended_trial_start_ms,actual_trial_start_ms,condition,target_direction,flankers_direction,array_pattern_text,correct_response_key,participant_response_key,response_correct,rt_ms,response_time_global_ms,feedback_type,practice_pass_flag,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,stage_records_json,feedback_audio_file,feedback_audio_start_global_ms,feedback_audio_expected_duration_ms,feedback_audio_stop_global_ms,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,dccs_support_rule,dccs_error_type,dccs_dimension_highlight_used,dccs_demo_type,dccs_label_mode,dccs_post_support_rule_confusion,rule,cue_audio_file,cue_label,cue_audio_start_global_ms,cue_audio_expected_duration_ms,cue_audio_stop_global_ms,stimulus_color,stimulus_shape,stimulus_identity,trial_transition,previous_rule,current_rule,cue_to_first_response_ms,trigger_trial_index,digit_support_target,digit_transform_demo_used,digit_keypad_demo_used,digit_hesitation_prompt_used,digit_post_support_span_success,span_length,trial_index_within_span,span_round,presented_sequence,correct_backward_sequence,participant_input_sequence,participant_input_string,input_method,first_key_latency_ms,response_complete_time_ms,accuracy,omission_input,delete_count,clear_count,click_count,inter_key_intervals_ms,adaptive_decision,digits_audio_onsets_ms,digits_audio_files,digits_audio_events_json,repeated_audio_once_in_practice,termination_reason,terminal_span_length,set_size,trial_type,probe_index,probe_position_xy,item_positions,item_colors_memory,item_colors_test,probe_original_color,probe_test_color,response_key,response_label,layout_generation_attempts,overlap_check_passed
046,046_T1_20260518_155800,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,1,1,practice,practice_single,1779091080,59.326,2026-05-18T15:59:16.074,0,0,0,1,69695.787,69750.783,practice_single,left,none,<,s,s,1,4580.249,74438.949,correct,,69795.787,69858.7,74438.949,3000,4580.249,75038.949,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 69695.787, ""actual_onset_global_ms"": 69750.783, ""actual_offset_global_ms"": 69828.744, ""actual_duration_ms"": 77.961}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 69795.787, ""actual_onset_global_ms"": 69858.7, ""actual_offset_global_ms"": 74438.949, ""actual_duration_ms"": 4580.249}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 74438.949, ""actual_onset_global_ms"": 74523.112, ""actual_offset_global_ms"": 75111.76, ""actual_duration_ms"": 588.648}]",correct.wav,74485.197,600.0,75085.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
046,046_T1_20260518_155800,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,2,2,practice,practice_single,1779091080,59.326,2026-05-18T15:59:21.483,0,0,0,1,75103.671,75133.754,practice_single,right,none,>,j,j,1,2348.666,77612.239,correct,,75203.671,75263.573,77612.239,3000,2348.666,78212.239,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 75103.671, ""actual_onset_global_ms"": 75133.754, ""actual_offset_global_ms"": 75247.564, ""actual_duration_ms"": 113.81}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 75203.671, ""actual_onset_global_ms"": 75263.573, ""actual_offset_global_ms"": 77612.239, ""actual_duration_ms"": 2348.666}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 77612.239, ""actual_onset_global_ms"": 77661.419, ""actual_offset_global_ms"": 78260.73, ""actual_duration_ms"": 599.311}]",correct.wav,77629.032,600.0,78229.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
046,046_T1_20260518_155800,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,3,3,practice,practice_single,1779091080,59.326,2026-05-18T15:59:24.630,0,0,0,1,78252.072,78294.681,practice_single,left,none,<,s,s,1,1742.16,80137.39,correct,,78352.072,78395.23,80137.39,3000,1742.16,80737.39,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 78252.072, ""actual_onset_global_ms"": 78294.681, ""actual_offset_global_ms"": 78378.534, ""actual_duration_ms"": 83.853}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 78352.072, ""actual_onset_global_ms"": 78395.23, ""actual_offset_global_ms"": 80137.39, ""actual_duration_ms"": 1742.16}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 80137.39, ""actual_onset_global_ms"": 80199.771, ""actual_offset_global_ms"": 80793.608, ""actual_duration_ms"": 593.837}]",correct.wav,80167.405,600.0,80767.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
046,046_T1_20260518_155800,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,4,4,practice,practice_single,1779091080,59.326,2026-05-18T15:59:27.163,0,0,0,1,80784.87,80815.73,practice_single,right,none,>,j,j,1,3500.622,84450.473,correct,,80884.87,80949.851,84450.473,3000,3500.622,85050.473,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 80784.87, ""actual_onset_global_ms"": 80815.73, ""actual_offset_global_ms"": 80930.034, ""actual_duration_ms"": 114.304}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 80884.87, ""actual_onset_global_ms"": 80949.851, ""actual_offset_global_ms"": 84450.473, ""actual_duration_ms"": 3500.622}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 84450.473, ""actual_onset_global_ms"": 84503.328, ""actual_offset_global_ms"": 85122.664, ""actual_duration_ms"": 619.336}]",correct.wav,84472.321,600.0,85072.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
046,046_T1_20260518_155800,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,5,5,practice,practice_single,1779091080,59.326,2026-05-18T15:59:31.493,0,0,0,1,85114.127,85146.138,practice_single,left,none,<,s,s,1,2692.178,87968.276,correct,,85214.127,85276.098,87968.276,3000,2692.178,88568.276,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 85114.127, ""actual_onset_global_ms"": 85146.138, ""actual_offset_global_ms"": 85257.588, ""actual_duration_ms"": 111.45}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 85214.127, ""actual_onset_global_ms"": 85276.098, ""actual_offset_global_ms"": 87968.276, ""actual_duration_ms"": 2692.178}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 87968.276, ""actual_onset_global_ms"": 88029.603, ""actual_offset_global_ms"": 88643.994, ""actual_duration_ms"": 614.391}]",correct.wav,87999.251,600.0,88599.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
046,046_T1_20260518_155800,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_single,practice,1,6,6,practice,practice_single,1779091080,59.326,2026-05-18T15:59:35.017,0,0,0,1,88638.189,88674.755,practice_single,right,none,>,j,j,1,1791.396,90567.22,correct,,88738.189,88775.824,90567.22,3000,1791.396,91167.22,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 88638.189, ""actual_onset_global_ms"": 88674.755, ""actual_offset_global_ms"": 88758.071, ""actual_duration_ms"": 83.316}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 88738.189, ""actual_onset_global_ms"": 88775.824, ""actual_offset_global_ms"": 90567.22, ""actual_duration_ms"": 1791.396}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 90567.22, ""actual_onset_global_ms"": 90626.38, ""actual_offset_global_ms"": 91241.594, ""actual_duration_ms"": 615.214}]",correct.wav,90594.583,600.0,91194.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
046,046_T1_20260518_155800,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,1,7,practice,congruent,1779091080,59.326,2026-05-18T15:59:40.669,0,0,0,1,94290.059,94321.858,congruent,left,left,<<<<<,s,s,1,4837.785,99284.691,correct,1.0,94390.059,94446.906,99284.691,3000,4837.785,99884.691,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 94290.059, ""actual_onset_global_ms"": 94321.858, ""actual_offset_global_ms"": 94426.338, ""actual_duration_ms"": 104.48}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 94390.059, ""actual_onset_global_ms"": 94446.906, ""actual_offset_global_ms"": 99284.691, ""actual_duration_ms"": 4837.785}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 99284.691, ""actual_onset_global_ms"": 99351.064, ""actual_offset_global_ms"": 99957.148, ""actual_duration_ms"": 606.084}]",correct.wav,99321.13,600.0,99921.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
046,046_T1_20260518_155800,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,2,8,practice,incongruent,1779091080,59.326,2026-05-18T15:59:46.329,0,0,0,1,99949.842,99980.424,incongruent,right,left,<<><<,j,j,1,3557.549,103659.7,correct,1.0,100049.842,100102.151,103659.7,3000,3557.549,104259.7,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 99949.842, ""actual_onset_global_ms"": 99980.424, ""actual_offset_global_ms"": 100083.516, ""actual_duration_ms"": 103.092}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 100049.842, ""actual_onset_global_ms"": 100102.151, ""actual_offset_global_ms"": 103659.7, ""actual_duration_ms"": 3557.549}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 103659.7, ""actual_onset_global_ms"": 103696.134, ""actual_offset_global_ms"": 104290.532, ""actual_duration_ms"": 594.398}]",correct.wav,103671.633,600.0,104271.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
046,046_T1_20260518_155800,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,3,9,practice,incongruent,1779091080,59.326,2026-05-18T15:59:50.662,0,0,0,1,104283.049,104315.296,incongruent,left,right,>><>>,s,s,1,2214.96,106663.256,correct,1.0,104383.049,104448.296,106663.256,3000,2214.96,107263.256,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 104283.049, ""actual_onset_global_ms"": 104315.296, ""actual_offset_global_ms"": 104430.481, ""actual_duration_ms"": 115.185}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 104383.049, ""actual_onset_global_ms"": 104448.296, ""actual_offset_global_ms"": 106663.256, ""actual_duration_ms"": 2214.96}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 106663.256, ""actual_onset_global_ms"": 106699.09, ""actual_offset_global_ms"": 107322.779, ""actual_duration_ms"": 623.689}]",correct.wav,106674.37,600.0,107274.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
046,046_T1_20260518_155800,PA,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,4,10,practice,congruent,1779091080,59.326,2026-05-18T15:59:53.694,0,0,0,1,107314.94,107350.916,congruent,right,right,>>>>>,j,j,1,2174.147,109655.954,correct,1.0,107414.94,107481.807,109655.954,3000,2174.147,110255.954,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 107314.94, ""actual_onset_global_ms"": 107350.916, ""actual_offset_global_ms"": 107463.228, ""actual_duration_ms"": 112.312}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 107414.94, ""actual_onset_global_ms"": 107481.807, ""actual_offset_global_ms"": 109655.954, ""actual_duration_ms"": 2174.147}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 109655.954, ""actual_onset_global_ms"": 109691.823, ""actual_offset_global_ms"": 110282.547, ""actual_duration_ms"": 590.724}]",correct.wav,109664.787,600.0,110264.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
